indv	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
HG04134	0.0099	0.0065	0.0018	5e-04	-0.0014	-8e-04	-0.0132	-0.0211	0.0143	-0.0044	-7e-04	0.0127	0.0048	-0.003	-0.0126	-0.017	0.0023	-0.0079	0.0034	0.0109
HG04135	0.011	0.0041	4e-04	7e-04	-0.001	-0.0046	-0.0178	-0.0337	0.0201	0.0112	-4e-04	-0.0053	0.0012	-0.0128	-0.0112	-0.007	0.0048	-0.0098	0.0067	0.0075
HG04140	0.0122	-0.009	0.0057	-0.0096	-0.025	-0.0252	-0.0102	-0.0272	0.0141	0.012	-0.0127	-0.005	0.0066	-0.0099	3e-04	-0.0021	0.0015	0.0014	0.0152	0.0158
HG04141	0.0092	-0.0053	-0.0023	-0.0053	-0.007	-0.0384	0.0038	-0.009	0.011	-0.007	-0.0164	-0.0018	0.01	-0.0033	0.0027	0.02	0.0064	-0.0044	0.01	-0.0085
HG04144	0.0062	0.0048	0.0034	0.0041	0.0017	0.0137	-0.0093	-0.0353	-0.0118	0.0074	-7e-04	-3e-04	-0.0123	0.0183	0.0018	0.017	2e-04	0.0066	0.0014	4e-04
HG04146	0.0078	0.0018	-0.0023	0.0045	-0.0012	0.0167	-0.0133	-0.0261	-0.008	0.0181	0.0021	-0.01	-0.0082	0.0095	0.0049	0.0167	0.0149	-0.0061	0.0046	0.0265
HG04147	0.0089	-0.0076	0.0063	-0.0066	-0.0229	-0.017	0.0045	-0.0041	0.0084	0.0247	0.0123	-0.0104	-0.0053	-0.0017	0.0076	-0.0055	-0.0178	0.0139	-0.0084	-7e-04
HG04149	0.0108	-0.0145	0.0049	-0.0029	-0.0161	0.006	-0.0055	-0.0167	-3e-04	0.0117	0.0049	0.0083	-0.0018	-0.0014	-0.004	-0.0274	-0.0101	-0.0029	0.0022	0.0118
HG04150	0.0089	0.0059	0.0013	0.0011	2e-04	0.0099	-0.0031	-0.0023	-0.0071	0.0239	0.0155	-0.0109	-0.0062	0.0013	0.0113	-0.0069	-0.0051	-2e-04	-0.0046	0.0063
HG04152	0.0082	-0.0109	0.0099	-0.0052	-0.0191	-0.0069	0.0029	-0.0291	-0.0036	0.0318	0.0153	-0.0166	-0.0156	0.0025	0.0086	0.0019	-0.0096	0.011	-0.0087	-0.0052
HG04153	0.0088	0.0014	-1e-04	0.0044	6e-04	0.0096	-0.0165	-0.0386	0.0021	0.0219	0.0067	-0.0165	-0.0046	-0.0043	0	0.0058	0.0061	-0.001	-0.0044	-0.0011
HG04155	0.0122	-0.0174	0.0034	-0.002	-0.014	0.0095	-4e-04	-0.0236	-0.0152	0.0183	0.0042	-0.007	-0.0106	7e-04	0.0085	0.0089	2e-04	0.0119	-0.0011	-0.0011
HG04156	0.0114	-0.0093	-0.0027	4e-04	-3e-04	-0.0041	0.0095	-0.0104	-0.0092	0.0209	0.0061	-0.006	-0.0051	0.0016	0.0138	0.0058	-0.0096	0.0119	-0.0049	-9e-04
HG04158	0.0145	-0.0117	0.0057	-0.0033	-0.0148	9e-04	0.0018	-0.0143	-0.009	0.0164	-0.0023	-0.008	4e-04	1e-04	0.0071	0.0035	-0.0033	0.0016	0.0017	0.0118
HG04159	0.0089	-0.0063	-0.0027	-0.0039	-0.0059	-0.0139	0.0054	-0.0069	-0.021	0.0143	-0.0061	-0.0159	-1e-04	0.0016	0.0176	0.0164	0.0081	-7e-04	0.0098	0.0108
HG04162	0.0101	-0.0081	-0.0056	0.0049	0.0175	-0.0263	-0.0101	-0.042	0.0172	0.022	0.0067	-0.0021	-0.0032	-9e-04	-0.0015	-0.0057	-0.0044	0.0046	-0.0049	-0.0063
HG04164	0.0104	-0.0098	0.0069	-0.0091	-0.0215	-0.0096	-0.0054	-0.0311	-0.0041	0.0148	6e-04	-0.0025	6e-04	-0.0044	0.0068	-0.0078	-0.0158	-0.0034	-0.0028	-0.0067
HG04171	0.0075	0.002	0.0012	4e-04	3e-04	-0.0019	-0.0053	-0.005	0.0145	-0.0037	0.005	0.0049	7e-04	-0.0037	-0.0073	-0.0089	-0.0029	-0.0018	-0.0045	-0.0089
HG04173	0.0092	-0.0113	0.0093	-0.0067	-0.0166	-0.0136	0.0042	-0.0069	0.0073	0.013	0.0071	-3e-04	-0.0065	0.0066	0.0099	0.0034	-0.0054	0.0117	0.0045	0.0026
HG04174	0.0118	-0.0099	-0.0057	0.0023	0.0095	-0.0279	-0.0091	-0.0336	0.0144	0.0127	-0.0067	0.0025	0.0013	-0.0084	9e-04	-0.0017	0.003	-0.0106	0.0156	0.0108
HG04176	0.0076	0.0059	0.0069	0.0032	0.001	-0.0043	-0.012	-0.0198	0.0158	0.0036	0.0158	0.005	-0.0093	0.0044	-0.0062	-0.0016	-0.002	0.0144	-0.0107	-0.0158
HG04177	0.0046	0.0217	-0.0022	0.0056	0.012	0.0102	-0.0115	-0.0133	0.0131	0.0086	0.0147	0.0016	-0.0021	-5e-04	-0.0146	-0.0211	-0.0024	-0.0097	-0.0072	0.0025
HG04180	0.0058	0.0059	-0.0099	-0.0058	-0.025	-0.0011	-0.0169	-0.0183	0.023	0.0041	1e-04	-0.0118	0.011	-0.0062	0.0144	-0.0098	-0.0127	0.0038	0.0192	0.007
HG04182	0.012	-0.0144	0.0047	-0.0029	-0.0129	0.0091	-0.0069	-0.0292	-0.0173	0.0142	0.001	-0.005	-0.0059	0.0026	0.0084	-8e-04	-0.0053	0.0075	0.001	-0.0028
HG04183	0.0095	-9e-04	-4e-04	0.002	-0.0022	0.0127	-0.0063	-0.013	-0.0152	0.0124	0.0081	-0.0136	-0.0086	-0.0063	0.0012	0.0118	0.0013	0.0018	-0.0037	-0.003
HG04185	0.0067	0.0172	-0.0043	0.0087	0.016	0.0087	-0.0335	-0.0517	0.0279	0.0214	0.0173	-0.0058	-0.0021	-6e-04	-0.0042	-0.012	0.001	-0.0117	0.0048	0.0061
HG04186	0.0096	-0.0086	0.0069	-0.0118	-0.0269	-0.0189	-0.0075	-0.0355	-0.0067	0.0179	-0.0068	-0.0098	0	-0.0049	0.02	0.0056	-0.0036	0.0013	0.0044	-0.009
HG04188	0.0106	-0.007	0.0067	-0.007	-0.0211	-0.0187	0.0024	-0.012	0.0091	0.003	-0.0022	0.0038	0.0027	-0.0032	-0.0048	-0.0021	-0.002	3e-04	0.0014	0.0057
HG04189	0.0133	-0.0148	0.0053	-0.0042	-0.0148	-0.0087	-0.009	-0.0229	0.0128	0.012	0.0011	0.0049	4e-04	-0.0022	0.0022	-0.0095	-0.0093	0.0055	5e-04	-0.0068
HG04191	0.0099	-0.0135	0.0044	-0.0058	-0.0165	-0.0251	-0.0027	-0.0026	0.0204	0.0012	-0.0026	-0.0063	0.0036	-0.0061	2e-04	0.0126	0.0036	0.0072	-0.0047	-0.0219
HG04194	0.0086	-0.0146	0.0023	-0.0038	-0.0215	-0.0075	-0.0061	-0.0262	0.0041	0.0106	0.0019	0.0042	-0.0071	0.0012	-1e-04	0.0085	0.004	0.0159	-0.0063	-0.0058
HG04195	0.0094	0.0036	-3e-04	0.0018	0.0016	-0.0136	-0.0108	-0.0124	0.03	0.0238	0.0133	-0.0159	-0.0024	2e-04	-0.0013	0.01	-0.0024	0.0082	-0.0124	-0.0234
HG04198	0.0085	-0.0134	0.0047	-0.0056	-0.0203	-0.0199	-0.0062	-0.0184	0.0199	0.0216	0.0096	-0.0136	-0.0033	0.0023	0.009	0.0017	-0.0183	0.0175	-0.016	-0.0207
HG04200	0.0047	0.0059	-0.0136	0.0088	0.0275	-0.0149	-0.0084	-0.0301	0.0104	0.013	0.0118	0.0052	-0.0053	1e-04	-0.0035	-0.0061	0.0012	-0.0066	-9e-04	0.0134
HG04202	0.0046	0.0262	-0.0027	0.001	0.0063	-0.0051	-0.0145	-0.0194	0.0113	0.0011	-0.0039	-0.0079	0.0036	-0.0014	-0.0037	0.0113	0.0115	-0.0132	0.0086	0.0041
HG04206	0.0065	-0.0063	0.005	-0.0118	-0.0296	-0.0196	-0.0036	-0.0315	-0.0054	0.0101	-0.0165	7e-04	-0.0029	0.0021	0.0167	0.0196	0.0045	-0.0014	0.0138	0.0053
HG04209	0.0069	0.0079	0	-0.0025	-0.0028	-0.0069	-0.0093	-0.0208	0.0026	0.0083	-2e-04	-0.0166	1e-04	-0.007	-7e-04	0.0078	0.0153	-0.0039	8e-04	5e-04
HG04210	0.0079	0.0072	0.0022	-8e-04	-0.0045	0.0064	-0.0214	-0.0471	-8e-04	0.0162	0.0071	0.0019	-0.0077	-0.009	-0.0071	-0.0128	0.0075	-0.0133	0.0116	0.0112
HG04211	0.0026	0.0263	-0.0024	0.0023	0.0069	-0.001	-0.0137	-0.0284	-0.0022	-0.0013	0.0078	0.0019	-0.0098	-0.005	-0.0106	0.0185	4e-04	-0.0021	-0.0028	-0.031
HG04212	0.0109	-0.009	0.0065	-0.0078	-0.0216	-0.0162	-0.0029	-0.0215	0.006	0.0167	-0.0016	-0.0087	0.0013	0.0031	0.0049	-0.0034	0.0024	0.0011	0.0052	0.0082
HG04214	0.0095	-0.0073	0.0065	-0.0091	-0.0222	-0.0168	0.0017	-0.0036	0.0042	0.0188	0.0014	-0.0179	0.0016	-0.0025	0.0101	0.0031	-0.0089	-0.0028	-0.0015	0.0121
HG04216	0.0125	-0.0116	0.0048	-0.0049	-0.0171	-0.0064	-0.0161	-0.044	0.0135	0.0231	0.0038	0.0017	4e-04	-0.0087	-0.0025	-0.0247	-0.002	-0.0132	0.0094	0.0143
HG04219	0.0112	-0.0142	0.0045	-0.0034	-0.0165	0.0024	-0.0082	-0.0288	-0.0067	0.0263	0.0043	-0.0054	-0.006	0.0039	0.0087	-0.0047	-0.0061	1e-04	2e-04	0.0073
HG04222	0.0045	0.0151	-0.0077	0.0011	0.0127	-0.0227	-0.0056	-0.0368	0.0036	0.0141	-0.0026	3e-04	0.0036	-0.0068	1e-04	-0.0106	0.0064	-0.0148	0.0092	0.01
HG04225	0.0116	-0.0028	-0.0012	0.0032	-3e-04	0.0216	-0.0089	-0.0161	-0.0156	0.0166	0.0084	-0.0048	-0.0045	0.0043	0.0123	-6e-04	0.0065	0.0062	0.0014	0.0118
HG04227	0.0119	-0.0145	0.0042	0	-0.0148	0.0165	-0.0034	-0.035	-0.0315	0.0321	0.0105	-0.0292	-0.0145	-0.0024	0.014	0.0234	0.008	0.0148	-0.0065	0.01
HG04229	0.0072	0.0026	-0.0019	0.0017	-0.0024	0.0147	-0.0061	-0.0202	-0.014	0.0091	-5e-04	-0.0049	-0.0087	0.0093	0.0027	0.0182	0.0129	-0.0012	-2e-04	0.022
HG04235	0.0074	0.0083	0.0022	-0.0016	-0.0062	-0.0118	-0.0089	-0.0214	0.0078	0.0238	0.0157	-0.0165	-0.0104	-0.0069	0.0086	0.0037	-0.0017	0.0081	-0.0044	-0.0105
HG04238	0.0078	-0.0062	0.0094	-0.0079	-0.0177	-0.029	-0.0129	-0.0267	0.013	0.0066	-0.002	-0.0076	0.001	0.0044	0.0037	0.0104	-0.0037	0.0028	0.0065	-0.0127
HG04239	0.0095	7e-04	0	0.0043	0.0036	0.0168	-0.0146	-0.0314	-0.0041	0.0126	0.0035	-0.008	-0.0039	0.0042	0.006	0.0041	0.0049	-3e-04	0.0013	0.0144
HGDP00001	0.0094	0.0125	0.0042	-0.0046	-0.0078	-0.0036	0.0055	0.0048	0.0036	0.0029	-0.0019	0.0065	0.0032	-5e-04	0.0016	-0.0084	-0.0081	0.0021	0.0021	0.0042
HGDP00003	0.0061	0.0261	-2e-04	0.0013	0.0063	0.0033	-0.0085	-0.0064	0.0081	0.0013	0.0087	0.0019	0.0037	-0.0044	-0.0074	-0.0167	0.0017	-0.0131	0.001	0.0148
HGDP00005	0.0062	0.0294	-4e-04	0.0034	0.0105	0.0174	-0.0039	-0.0127	-0.0058	3e-04	-0.002	-0.0113	0.0045	0.01	-0.0061	0.0061	-4e-04	-0.008	-1e-04	0.0179
HGDP00007	0.0072	0.0228	-0.0029	0.0061	0.0161	0.0024	-0.0171	-0.021	0.0189	0.0197	0.0141	-0.0232	-0.0021	-0.0023	-0.0045	0.0076	0.0099	-0.0058	-0.0079	-0.0097
HGDP00009	0.0081	0.0281	-0.0017	0.0075	0.0139	0.0211	-0.0055	-0.0166	-0.0073	0.025	0.0129	-0.0199	0.0017	-0.0036	3e-04	-0.0012	0.005	-0.0168	0.0021	0.0245
HGDP00011	0.0097	0.0105	0.0029	-0.0025	-0.0037	-0.0011	-0.0044	-0.0054	0.0079	0.0059	0.0047	0.0011	0.004	0.001	-0.0019	-0.01	-0.0088	-0.0104	0.0011	0.0106
HGDP00013	0.0012	0.0208	-0.0051	0.0039	0.0124	0.0072	-0.0157	-0.012	0.0049	-0.0081	0.0046	-3e-04	-0.0056	0.0053	-0.0105	0.0186	0.0253	-0.0101	-9e-04	0.0192
HGDP00015	0.0096	0.0113	0.0032	-0.0031	-0.0016	-0.0051	0.0031	0.0163	0.0078	0.0144	0.007	-0.0072	0.0083	-0.0029	0.007	-0.0139	-0.0137	-0.0114	0.0063	0.0093
HGDP00017	-7e-04	0.0254	-0.0022	-0.0015	1e-04	0.0038	-0.0129	-0.0105	2e-04	-1e-04	0.0112	0.0013	1e-04	0.0015	-0.0098	-0.0096	-0.0064	-0.0084	0.0028	7e-04
HGDP00021	0.0087	0.0218	-0.0023	0.0073	0.0171	0.0256	-0.0124	-0.0198	-0.0086	0.016	0.0104	-0.0119	-0.0035	0.0056	0.0019	4e-04	0.0024	-0.0055	-0.0027	0.0109
HGDP00023	0.008	0.0256	-0.0011	0.005	0.0133	0.0179	0.0032	-0.004	-0.0049	0.0101	0.0016	-0.0078	0.0014	0.0025	0.0081	0.0032	-0.0011	-0.0087	0.0012	0.0072
HGDP00025	0.0047	0.0214	-0.0039	0.0072	0.0181	0.0197	-0.012	-0.0167	-0.0012	-0.007	0.0029	-0.0104	-2e-04	-0.0016	-0.0042	0.0011	-0.0066	0.003	-0.0195	-0.0261
HGDP00029	-0.0025	0.0285	-0.0138	-0.0013	-0.0171	0.0067	4e-04	-0.0067	0.0224	0.0015	0.0048	-0.0093	0.0063	-0.0059	0.0113	-0.0059	-0.0043	-0.0063	0.0176	0.0155
HGDP00031	0.0084	0.0105	0.0036	-0.0028	-0.0066	-0.0065	0.0039	0.0023	0.0099	0.0086	0.0071	-0.0028	-6e-04	-0.0037	0.001	-0.0048	-0.0085	6e-04	-0.0032	0.0013
HGDP00033	0.0069	0.0249	-0.0014	0.0071	0.0124	0.0205	-0.0168	-0.0393	-4e-04	0.0123	0.0146	-0.011	-0.0041	0.001	-0.0114	-0.0033	0.004	-0.003	-0.0137	0.0015
HGDP00035	0.0071	0.019	-2e-04	0.0017	0.0018	-8e-04	-0.0044	-0.018	0.0105	0.0083	0.0054	0.0037	-0.0018	-0.0017	-0.0121	-0.001	0.0084	-0.005	-0.0042	0.0128
HGDP00037	0.0066	0.0259	-0.0011	0.005	0.0128	0.0059	-0.0119	-0.0202	0.019	-0.001	0.0076	-0.0078	-3e-04	-0.0025	-0.0106	-0.0055	0.0055	-0.0013	-0.0123	-0.0072
HGDP00039	8e-04	0.0256	-0.0014	0.002	0.004	-0.0098	-0.0229	-0.04	0.0077	0.007	0.0052	-0.0158	-0.0085	-0.0134	-0.0122	0.0053	0.0031	-0.0047	0.0027	-0.0202
HGDP00041	0.0109	-0.0049	0.0068	-0.0076	-0.024	-0.0169	-0.0022	-0.0235	0.0065	0.0088	-0.0032	0.0041	0.004	-0.0046	-0.0102	-0.0091	-0.0013	-0.0046	0.0061	0.005
HGDP00043	0.0079	0.0309	4e-04	0.0023	0.0066	0.0058	-0.0035	-0.0145	0.0105	0.0027	0.0014	0.0039	0.0024	-0.0015	-0.0042	-0.006	7e-04	-0.004	-0.002	0.0121
HGDP00045	0.0077	0.0121	0.004	-0.0044	-0.0087	0.0056	0.0017	-0.029	-0.0299	-0.004	-0.0241	-0.0089	2e-04	0.0054	0.0188	0.0323	0.0128	-0.0012	0.0117	-0.0061
HGDP00047	0.011	-0.0056	0.0067	-0.0078	-0.0233	-0.0118	0.0051	-0.0088	0.0071	0.0267	0.0108	-0.0063	-3e-04	-0.0085	0.0016	-0.0216	-0.0165	0.0013	-0.0082	-0.0014
HGDP00049	0.0064	0.0082	0.0018	-4e-04	-0.0064	0.0053	0.0019	-0.0095	-0.0049	0.0068	0.0096	0.0078	-0.01	-0.0123	-0.0056	-0.0037	-0.0023	-0.0025	-0.0102	-0.0102
HGDP00052	0.0097	-0.0043	0.006	-0.0093	-0.0248	-0.0104	0.0032	-0.0049	-0.0105	0.0105	0.0061	0.011	-0.0049	-0.004	0.004	-0.0034	-0.0113	0.0024	6e-04	-0.0138
HGDP00054	0.0082	0.0147	0.0033	6e-04	3e-04	0.0053	0.0015	-0.0074	-0.0113	0.0106	0.0065	-0.0119	6e-04	-6e-04	-0.0016	0.0067	0.0064	-0.0032	-0.0061	0.0039
HGDP00056	0.0079	0.0236	-0.0033	0.0089	0.0192	0.0074	-0.0185	-0.0276	0.0271	0.0056	0.0129	-0.0049	-6e-04	-0.0027	-0.0217	-0.0141	0.0047	-0.0168	-0.0024	0.0118
HGDP00057	0.0071	0.0085	0.0017	-0.0011	-0.0035	-7e-04	-0.0027	-0.0012	0.0044	0.0099	0.0024	-0.003	0	-0.0072	0.0021	-0.0059	2e-04	-0.006	0.0038	0.0146
HGDP00060	0.0088	0.0089	8e-04	-0.0017	-0.0028	-0.0044	-0.0099	-0.013	0.0105	0.002	-2e-04	0.0024	0.0068	-0.0018	-0.0031	-0.0011	0.0029	-0.0039	0.0069	0.003
HGDP00062	0.0105	-0.0094	0.0071	-0.0082	-0.0205	-0.0115	-0.0071	-0.0249	-0.001	0.0174	8e-04	1e-04	6e-04	-0.0025	0.0073	-0.0103	-0.0121	0	0.0046	-0.0041
HGDP00064	0.0063	0.0256	-0.001	0.0034	0.0121	0.0054	-0.0096	-0.0038	0.0124	0.003	0.0085	-0.0046	0.0039	-0.0044	-0.0068	-0.0091	-0.002	-0.0155	-8e-04	0.0074
HGDP00066	0.0098	-0.0057	0.007	-0.0097	-0.0228	-0.0164	0.0014	0.0058	7e-04	-0.0047	-0.0059	0.0078	-1e-04	2e-04	0.0026	0.0012	0.0037	0.0047	0.0074	0.0117
HGDP00068	0.0086	0.0157	0.0049	-0.0054	-0.0109	-0.0103	0.0063	0.0011	0.0035	0.0075	0.0026	3e-04	-0.0015	0.0019	0.0025	0.0015	-0.0101	0.0041	-0.0039	-0.001
HGDP00070	0.009	0.0012	5e-04	0.0039	9e-04	0.0058	-0.0138	-0.0303	0.0085	0.0109	0.0069	-0.0041	-0.0067	-0.0064	-0.0093	-2e-04	0.0031	0.0011	-0.0034	-0.0061
HGDP00072	0.009	-3e-04	0.0179	-0.0097	-0.0192	-0.0292	-0.001	-0.0179	0.0193	0.0119	0.0049	-0.0058	-0.0051	0.0055	2e-04	-0.0011	-0.02	0.0104	-6e-04	0.0066
HGDP00074	0.0031	0.0278	-0.0042	0.0025	0.0055	-0.0061	-0.0133	-0.0127	0.0169	0.0031	0.0071	0.0047	0.0057	4e-04	-0.0156	-0.006	0.0134	-0.0194	0.003	0.0231
HGDP00076	0.0047	0.0068	0.0027	-0.0021	-0.0052	-0.001	-0.0044	-0.0194	-0.0143	-0.0094	-0.0137	-0.0117	0.0032	0.0034	0.0077	0.027	0.0049	0.0042	-0.0028	-0.0063
HGDP00078	0.009	0.0117	0.0027	-0.0034	-0.0059	-0.0032	0.0084	-0.0057	-0.0117	0.0127	-0.0085	-0.0133	-4e-04	0.0016	0.0124	0.0196	0.0024	-0.0083	0.0102	0.0038
HGDP00080	0.0044	0.0295	-3e-04	-1e-04	0.0036	-0.006	-0.0093	-0.0206	0.0066	0.003	-0.0058	-0.0046	8e-04	-0.0057	0.0013	0.0122	0.0095	-0.0038	0.0055	3e-04
HGDP00082	0.0095	0.0106	0.0036	-8e-04	-0.0052	-0.0087	-0.0055	-0.0146	0.0144	0.0185	0.0139	-0.0095	-0.0048	-0.0023	0.0011	-5e-04	-0.0099	0.0086	-0.0107	-0.0141
HGDP00086	0.0076	0.0154	0.0046	-0.0057	-0.0119	-0.0125	0.0095	0.0023	0.0053	0.0041	-0.0015	-0.0029	0.002	0.0016	9e-04	0.0066	-0.0024	0.0043	-0.0017	0.006
HGDP00088	0.0078	0.0302	3e-04	4e-04	0.0039	0.0026	-0.0061	-0.016	0.0078	-0.0042	-0.0064	0.0071	0.0031	-0.0026	-0.0059	-0.001	0.0026	0.0013	0.0042	0.0125
HGDP00092	5e-04	0.0054	-0.0041	-7e-04	-0.0095	0.0043	0.0065	5e-04	-0.0121	0.0029	-0.0077	-0.0082	-0.01	0.0107	-0.0044	0.0074	0.0127	-0.0069	-0.0013	0.0181
HGDP00094	0.0088	0.0153	0.0048	-0.0046	-0.0101	-0.0053	0.0105	0.005	-9e-04	0.0176	0.0052	-0.0056	0.0023	-0.0055	0.0043	-0.0083	-0.0052	-0.0076	0.002	0.0153
HGDP00096	0.0087	0.0106	0.0032	-0.0043	-0.0049	-0.0089	-0.0062	-0.0034	0.0027	6e-04	-0.0051	-0.0053	0.004	-0.0075	0.0041	0.0052	-0.0016	-0.0074	0.004	-0.0052
HGDP00098	0.0084	0.0041	0.0016	0.0015	-5e-04	0.0099	-0.0056	-0.0174	-0.0072	0.0025	8e-04	-0.0024	-0.0025	-0.0041	-0.0025	0.0055	0.0033	8e-04	-4e-04	-5e-04
HGDP00099	0.0125	-0.0142	0.0047	-0.0032	-0.0141	0.0092	-0.0048	-0.0365	-0.0242	0.0032	-0.0183	-0.0011	-0.0059	0.0026	0.012	0.0164	0.0049	0.0022	0.0144	-0.003
HGDP00100	0.0128	-0.007	0.0062	-0.0068	-0.0192	-0.0135	0.0055	-0.0076	0.0049	0.0043	-0.0072	0.0045	0.0043	-0.0013	0.0015	-0.0011	-0.0049	3e-04	0.006	0.0117
HGDP00103	0.0064	0.0043	1e-04	0	3e-04	-0.0083	-0.0124	-0.0051	0.0068	-0.0045	0.0023	-0.0067	-0.0036	-0.0088	-0.0028	0.0044	-2e-04	-0.0015	-0.0014	-0.016
HGDP00105	0.0076	0.0081	8e-04	-0.0015	-0.0024	-0.0076	0.0092	0.0161	0.0073	0.0145	0.0033	-0.009	-0.0051	-0.0026	0.0023	0.0041	-0.0043	-5e-04	0.0023	-0.0022
HGDP00106	0.0125	-0.0048	-7e-04	0.009	0.0138	0.0271	-0.003	-0.0057	-0.0081	4e-04	0.006	-0.0051	-0.004	-0.0056	-0.0089	-3e-04	0.0067	-0.0042	-0.0023	0.0087
HGDP00109	0.0105	-0.0014	-0.0098	0.0106	0.0259	0.0089	-0.0033	-0.002	0.0013	0.0119	0.0046	-0.015	0.0031	-0.0024	4e-04	0.0098	0.0112	-0.0105	5e-04	0.011
HGDP00110	0.0134	-0.0239	0.0059	0.0037	0.0084	0.018	0.002	0.014	-0.0098	0.0107	0.0125	-0.0112	-0.0064	0.0086	0.0032	-0.0011	0.0036	-0.0016	0.0018	0.0162
HGDP00115	0.0057	0.0047	-0.0103	0.0064	0.0267	-0.0138	-0.0052	-0.014	0.0032	-0.0103	-0.0089	0.0097	0.0037	-4e-04	0.0017	-0.0011	0.0078	-0.0067	0.0053	-0.0025
HGDP00118	4e-04	0.0251	-0.0025	0	0.0144	-0.0069	0.0012	0.0105	-0.003	-0.015	-0.0112	-0.0125	0.0076	0.0017	0.009	0.026	0.0064	-0.0093	0.0026	-0.0085
HGDP00119	0.0119	-0.0116	-0.0025	9e-04	0.0029	0.0069	0.0047	-0.0148	-0.0143	0.0122	-0.0014	-1e-04	8e-04	0.0011	0.0057	-0.0061	0.0014	-0.004	0.0039	0.0115
HGDP00120	0.0104	-0.0013	0.0019	1e-04	-0.0085	-0.0088	-0.0091	-0.0076	0.0197	-0.0094	-0.0023	0.0079	0.0052	-0.008	-0.014	-0.0032	0.004	-0.0051	0.0022	0.0057
HGDP00121	0.0074	0.0058	0.001	-7e-04	-0.0032	-0.0041	-0.0055	-0.0028	0.0049	0.0041	0.0025	0.0022	1e-04	0.0084	0.0037	-9e-04	0.001	9e-04	0.0046	0.0045
HGDP00127	0.0127	-0.0141	0.0022	-0.0031	-0.01	-0.0107	0.0031	0.0039	0.0117	0.0131	1e-04	-0.0116	0.0034	-0.0042	0.0013	0.0037	-2e-04	0	0.0047	0.0092
HGDP00129	0.0121	-0.0084	0.007	-0.0015	-0.0084	0.022	0.0046	-0.0092	-0.0335	0.0108	0.0068	-0.0036	-0.0071	0.0014	0.0037	-0.0045	3e-04	0.002	0.0017	0.0188
HGDP00130	-0.0166	-0.0079	0.0405	-0.0527	0.0112	-0.0082	-0.005	0.0088	-0.0089	-0.0191	0.0088	-0.0051	0.0043	0.0121	-0.0143	0.0076	-0.0261	-0.0323	0.0045	0.0011
HGDP00131	0.0071	0.0114	0.0077	-0.0051	-0.006	-0.0194	-0.0098	-0.0124	0.0189	-0.0047	-0.0043	-1e-04	0.0035	-0.001	-0.0065	0.0056	-0.001	0.0037	0.0055	0.004
HGDP00133	0.004	0.031	-0.0061	-0.0015	0.0083	0.0023	-0.0035	-0.0238	-0.0034	0.0074	-0.0205	-0.0101	0.0054	-0.0087	-0.0035	-0.0047	-8e-04	-0.0065	-0.0018	0.0066
HGDP00134	0.0071	0.029	2e-04	0.0041	0.0101	0.0018	0.0018	0.0099	0.0117	0.0125	0.0067	-0.0052	6e-04	-6e-04	0.0017	0.0012	-0.005	-0.0051	-0.0059	-4e-04
HGDP00135	0.0061	0.0249	-0.0014	0.0022	0.01	0.002	-0.0122	-0.0078	0.0168	-0.0189	-0.0063	0.0106	0.0065	0.0029	-0.0105	-0.002	0.0016	-0.0032	0.0019	-0.001
HGDP00136	0.0062	0.0341	6e-04	-0.001	0.0011	7e-04	-6e-04	-0.027	0.0066	0.0093	-0.0093	-0.0027	0.0057	-0.0016	0.0089	0.0025	-0.005	-0.0078	0.0044	-0.0043
HGDP00137	0.0075	0.0066	0.0057	-0.0102	-0.018	-0.0142	-4e-04	-0.0236	-0.0078	-0.0027	-0.023	0.0052	0.0047	-0.0053	0.0074	0.008	0.0097	-0.0053	0.0189	0.0025
HGDP00139	0.0043	0.0266	-0.0011	0.0035	0.0078	0.004	-0.0071	-6e-04	0.0053	-0.0077	0.0083	0.0079	-3e-04	-0.0046	-0.0107	-0.0061	0.0021	-0.0039	-0.0059	-0.0043
HGDP00140	0.0055	0.0071	0.001	-0.0028	-0.0066	-0.0124	-0.0086	0.0018	0.013	-0.0017	0.0082	0.0085	-9e-04	0.0046	-0.0047	0.0017	-0.0018	0.0053	-0.0038	-0.0052
HGDP00141	0.0071	-0.0071	0.0052	-0.0137	-0.0253	-0.0216	0.0026	-0.0043	0.0079	-0.0136	-0.0222	0.001	0.0123	-2e-04	-0.0012	0.0089	-0.0125	-0.0098	0.0067	-3e-04
HGDP00143	0.006	0.0144	0.0043	-0.0063	-0.0126	-0.009	0.0038	-0.0055	-0.0062	0.0123	0.0013	-0.008	-0.0075	-0.0059	0.0138	0.0046	5e-04	0.007	-1e-04	-0.0011
HGDP00144	-4e-04	0.0258	-0.002	9e-04	0.0058	0.0036	-0.0061	-4e-04	0.0092	0.0046	0.018	-0.0082	-0.0048	-0.0113	-0.0127	-0.0103	0.0054	0.0062	-0.0111	-0.0039
HGDP00145	0.0056	0.028	-3e-04	0.002	0.01	0.0097	-9e-04	9e-04	-0.0026	-3e-04	0.0015	0.0013	-0.0055	-0.0033	0.0021	-0.0014	-9e-04	-0.0022	0.0031	-0.0045
