indv	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
HG00310	-0.0098	-0.0179	0.0189	0.0098	0.0021	0.0027	0.0094	-0.0042	-0.0028	0.0024	0.0014	0.0032	-5e-04	-8e-04	-8e-04	-5e-04	0.0045	-0.0013	0.004	0.0011
HG00311	-0.0097	-0.0179	0.024	0.0049	0.0045	-3e-04	0.0031	0.0015	0.0032	0.0049	-7e-04	-0.0011	3e-04	0.0061	0.0061	-0.001	0.0083	-0.0015	-1e-04	-0.0062
HG00313	-0.0095	-0.018	0.0161	0.0042	0.0019	-0.0031	0.0012	0	-0.0042	0.0139	-0.0018	-7e-04	-0.0062	-0.0045	-0.0072	7e-04	0.0056	0.0064	-0.0011	-0.0034
HG00315	-0.0083	-0.0234	0.0148	0.0148	0.003	-0.0028	-7e-04	-0.0072	0.0063	0.0026	0.0094	-0.0033	-0.0041	0.0041	0.0012	-0.0016	0.0083	-0.0021	-0.0086	-0.001
HG00318	-0.0087	-0.0165	0.0151	0.0064	0.0016	-9e-04	0.0016	-0.0118	0.0072	-0.0017	0.0084	-0.005	6e-04	0.0108	5e-04	0.0012	0.0046	-0.0021	-3e-04	0.0014
HG00319	-0.0102	-0.0185	0.0181	0.0106	0.0017	-0.0063	0.0047	-0.0021	-3e-04	0.01	-0.0016	-0.0011	-0.0031	-2e-04	0.0028	0.0034	0.0044	0.0017	0.0014	0.001
HG00320	-0.0094	-0.0223	0.0162	-0.0017	0.0016	-0.007	0.0032	0.0018	0.008	0.0017	1e-04	-4e-04	0.0029	0.0096	0.0062	0.0054	0.0033	0.0038	0.0016	-0.0021
HG00321	-0.0112	-0.0195	0.0208	0.0158	7e-04	0.0013	-4e-04	-0.0059	0.0014	0.0072	6e-04	-0.0047	0.0033	-0.0025	6e-04	-0.0018	0.0081	0.0027	-0.0042	-0.0036
HG00323	-0.0097	-0.0218	0.0249	0.011	0.0051	-5e-04	0.0017	-0.006	0.0076	0.0027	0.0044	-0.0026	-0.0049	0.0072	5e-04	-0.0022	0.0094	-0.0029	-0.0069	-0.0042
HG00324	-0.0086	-0.0168	0.021	0.0015	0.001	8e-04	0.0022	-0.0062	0.0071	-0.0038	0.0057	-0.0048	0.0035	0.0099	0.0068	6e-04	0.005	6e-04	0.0038	0.0014
HG00325	-0.0104	-0.0159	0.0158	0.0034	0.0014	9e-04	0.0018	-0.0048	3e-04	0.0095	0.0015	0.0025	-0.0039	-0.0012	-0.0027	3e-04	0.0041	2e-04	0.0025	7e-04
HG00326	-0.0092	-0.0206	0.0144	0.0031	-0.0012	-0.0056	-0.0027	-0.0013	0.004	0.0016	7e-04	-0.0084	0.0019	0.0043	0.0056	-0.0012	0.002	0.0022	-3e-04	-3e-04
HG00327	-0.0096	-0.0177	0.0116	0.0152	0.0021	0.0047	-4e-04	-0.0017	-0.0053	0.012	-3e-04	-0.005	-0.0071	0.0014	-0.0028	-4e-04	0.0069	0.0079	-0.0105	-0.0024
HG00328	-0.0092	-0.0137	0.0179	0.002	0.0016	-0.0052	0.0015	0.0039	0.0043	8e-04	7e-04	-0.0029	4e-04	0.0056	0.0053	0.0022	-9e-04	0.0022	0.0017	0.001
HG00329	-0.0093	-0.0231	0.0144	0.0134	0.0012	0	0.0017	-0.0099	0.0075	-0.0056	0.0053	-0.0033	0.0018	0.0056	0.0047	0.0017	0.002	-0.0084	0.0051	-0.0011
HG00330	-0.0089	-0.0221	0.0172	0.0034	0.0013	-0.005	0.0016	6e-04	0.0029	-4e-04	0.0042	-0.006	0.0059	0.0075	0.0083	4e-04	0.0039	1e-04	-0.0042	-0.0031
HG00331	-0.0094	-0.0231	0.025	0.006	-2e-04	0	-5e-04	-0.0105	0.0066	0.0012	0.0065	-0.0062	5e-04	0.0029	0.0026	0.0019	0.0069	-9e-04	-0.0052	-0.0017
HG00332	-0.0101	-0.0203	0.0163	0.0059	0.0027	0.005	-6e-04	-0.0034	0.0053	0.0049	0.0047	-0.0038	-3e-04	0.004	0.0011	-8e-04	0.0122	0.003	-0.0058	-0.0035
HG00334	-0.0098	-0.0258	0.0187	0.0073	0.0037	-0.0054	0.0026	8e-04	0.0033	0.004	-0.004	-0.0028	0.0026	0.0074	0.0046	0.0034	0.008	0.0048	-0.0044	-0.0054
HG00335	-0.01	-0.0175	0.0245	0.0038	-0.0016	-5e-04	0.0032	-0.0067	0.0075	-0.004	0.0015	-4e-04	0.0061	0.006	0.0038	0.0015	0.0025	-0.0056	0.0046	0.0013
HG00336	-0.0083	-0.0248	0.0201	0.0108	0.0035	-0.0025	0.005	-0.0045	0.0072	-0.0039	0.0058	-0.0033	-4e-04	0.0123	0.0013	-0.0017	0.0078	0.0046	-0.0073	-0.0025
HG00337	-0.0103	-0.02	0.0169	-3e-04	0.0034	-5e-04	0.0041	-0.004	0.0011	0.0071	0.0021	-0.0019	-0.0029	0.0029	-0.0027	-0.001	0.0102	0.0066	-0.0119	-0.0021
HG00338	-0.0119	-0.0157	0.0156	0.0087	2e-04	-9e-04	-0.001	-0.001	0.0017	0.0049	0.001	-0.001	0.0014	-0.0018	0.0017	5e-04	0	0.0018	0.0029	0.0013
HG00339	-0.01	-0.0218	0.0149	0.0088	0.002	0.0011	0.0049	4e-04	0.0044	0.003	-0.0024	8e-04	0.0042	0.0077	0.0054	-8e-04	0.0037	-7e-04	2e-04	-0.0066
HG00341	-0.0101	-0.015	0.0093	-0.007	0.0025	-0.0041	-0.0028	0.0084	7e-04	0.0058	-0.0039	-0.0014	-0.0048	0.0054	0.0042	2e-04	0.0012	0.0076	-0.008	-0.004
HG00342	-0.0094	-0.0251	0.0149	-0.0012	0.0024	-0.0069	0.001	0.0042	0.0052	1e-04	0.005	0.0012	-0.0027	0.0059	0.0023	0.0026	-0.0038	0.0064	-0.0017	1e-04
HG00343	-0.0097	-0.0185	0.0217	-3e-04	0.0014	4e-04	-0.001	-0.0103	0.003	-0.0021	0.0081	-0.0041	0.0021	0.0026	0.0023	8e-04	0.0054	-0.0012	-0.0032	9e-04
HG00344	-0.0097	-0.0236	0.0122	0.015	6e-04	-7e-04	0.0043	0.0011	-0.0049	-0.002	-0.0079	0.0076	-0.0017	-0.0044	-0.0063	0.0018	-0.0015	-0.0061	0.0067	2e-04
HG00345	-0.0095	-0.02	0.0306	0.0064	0.005	0.0012	0.0011	-7e-04	0.0039	0.003	0.0026	3e-04	0.0018	0.0047	0.0032	-3e-04	0.0068	0.0031	-0.0035	-0.0054
HG00346	-0.009	-0.0263	0.0194	0.0139	-7e-04	-0.0076	0.0028	-6e-04	0.006	-8e-04	0.0056	-0.0013	-0.0025	0.0059	0.002	0.002	-0.0013	0.0059	-0.0073	0.0021
HG00349	-0.009	-0.0185	0.0157	0.0122	0.0013	-0.0025	-0.001	-0.002	0.0082	-0.0038	0.0084	-0.0041	-6e-04	0.0114	0.0079	-0.0012	0.0032	0.0032	-0.0074	-0.0016
HG00350	-0.0115	-0.0215	0.0161	0.0086	0.0023	-0.0042	0.0023	0.0057	-0.004	0.0119	-0.0079	0.0012	-0.0049	0	-2e-04	1e-04	0.0035	0.0082	0	-0.0047
HG00351	-0.0099	-0.0225	0.0178	0.0061	0.002	-0.0057	0.0047	0.0063	0.003	0.0104	-0.0039	-0.0028	-0.004	-4e-04	0.0015	4e-04	0.0022	0.0066	-0.0051	-0.0023
HG00353	-0.0093	-0.0179	0.011	-0.0016	-0.0017	-0.002	-9e-04	-0.0039	0.0039	2e-04	2e-04	-0.0048	0.0036	4e-04	0.0044	0.0035	4e-04	4e-04	9e-04	0.0026
HG00355	-0.009	-0.0148	0.018	0.008	-3e-04	0.0046	1e-04	-0.0111	0.0057	-0.0019	0.0099	-0.0031	3e-04	0.003	0.0023	0.0019	0.0034	-0.003	-0.002	0.0035
HG00356	-0.009	-0.0158	0.0165	0.01	0.0057	-0.0014	0.0011	-0.0036	0.0027	0.0117	0.0052	3e-04	-0.0069	6e-04	-0.0022	-0.0017	0.0097	0.0068	-0.011	-0.0026
HG00357	-0.0101	-0.0201	0.0132	-0.0018	0.0013	-0.0055	3e-04	1e-04	0.0015	0.0036	4e-04	-0.0024	-0.0018	0.0044	9e-04	-2e-04	0.0021	0.0035	-0.0034	-0.0051
HG00358	-0.0106	-0.0219	0.0218	0.008	0.0032	-0.0018	0.002	-0.0059	0.0054	-0.0043	0.0065	3e-04	0.0024	0.0074	0.002	0.001	0.0027	-0.0021	-7e-04	1e-04
HG00360	-0.0096	-0.0179	0.0147	0.0083	0.0071	0.0019	-8e-04	-0.0032	0.0047	0.0035	0.0092	9e-04	-0.0068	0.0103	7e-04	-0.0019	0.0072	0.0055	-0.009	-0.0027
HG00361	-0.0082	-0.0169	0.0165	0.0032	-0.0039	-0.0073	-0.0015	-0.0044	0.0042	-0.0032	0.0048	-0.0098	0.0034	0	0.0026	0.0039	-2e-04	7e-04	-3e-04	0.0019
HG00362	-0.0103	-0.0173	0.0199	3e-04	0.0027	-0.0046	0.0027	0.0046	-6e-04	0.0137	-0.0059	7e-04	-0.0066	0.0023	-0.001	-6e-04	0.004	0.006	-0.0012	-0.0033
HG00364	-0.0117	-0.0217	0.0085	0.005	-0.0025	-0.0052	4e-04	0.0012	0.0012	0.0039	-0.0039	-0.0043	0.0031	5e-04	0.0041	0.0022	5e-04	0.0015	0.001	0.0013
HG00365	-0.009	-0.015	0.0131	0.0105	-0.0012	-0.0013	-0.0025	-0.0079	0.0073	-0.001	0.0089	-0.0063	-5e-04	0.0053	0.0011	-7e-04	0.0048	0.0039	-0.0095	-0.0015
HG00366	-0.0088	-0.0132	0.0166	0.0038	-3e-04	-0.0017	0.0019	-0.0074	0.0082	-0.0058	0.0052	-0.0076	0.0051	0.0057	0.0059	9e-04	0.0044	-0.0028	0.0027	-7e-04
HG00367	-0.0099	-0.0223	0.023	0.008	0.0042	0.0011	0.0018	-0.0067	0.0121	-0.0047	0.008	-0.0035	0.0057	0.0106	0.0063	6e-04	0.0057	-6e-04	-5e-04	-4e-04
HG00368	-0.0099	-0.0171	0.0252	0.0083	-0.0012	0.0027	-0.0012	-0.0144	0.0065	0.001	0.0123	-0.0065	-6e-04	0.0014	0.0022	-0.0022	0.0093	-5e-04	-0.009	0.0012
HG00369	-0.0103	-0.0218	0.0145	0.0107	0.0018	-0.0045	0.0051	-2e-04	-0.0022	0.0112	-0.0016	-0.0063	-0.0048	0.0018	0.0019	-9e-04	0.0073	0.0111	-0.0078	-0.0015
HG00371	-0.0095	-0.0206	0.0145	0.0131	0.0026	0.0013	-1e-04	-0.0021	-6e-04	0.0086	0.0024	-0.0039	-0.003	7e-04	0.0018	-0.0022	0.0062	0.0067	-0.0062	-0.0036
HG00372	-0.0087	-0.0258	0.0217	-7e-04	2e-04	-0.0044	0.0021	-0.0027	0.0133	-0.0055	0.0058	-0.0063	0.0024	0.0116	0.0056	0.0032	0.0023	7e-04	0.0019	0
HG00373	-0.0091	-0.0155	0.0098	0.0139	-0.0025	-0.001	0.0052	-0.004	-0.0083	0.0072	-0.0023	0.0033	8e-04	-0.0108	-0.0105	0.0019	0.0041	0.0046	-0.0069	-6e-04
HG00375	-0.0109	-0.0184	0.0163	0.0062	-0.0013	-0.0032	5e-04	6e-04	-0.0012	0.004	0.0018	-0.0029	-0.0014	-0.0015	0.0066	-0.0012	-6e-04	0.0017	5e-04	-0.0013
HG00376	-0.0083	-0.0146	0.0164	-0.0016	0.0026	-1e-04	7e-04	0.0074	0.0035	2e-04	-0.0063	-0.0013	-6e-04	0.0076	6e-04	-8e-04	0.006	0.0065	-0.0043	-0.0088
HG00378	-0.0094	-0.0138	0.018	1e-04	-0.0014	-3e-04	0.0022	-0.0078	0.0013	0.0021	0.0048	0.002	-0.0016	-0.002	-0.0043	0.0012	0.0042	-0.0019	-0.0061	0.0041
HG00379	-0.0094	-0.0188	0.0282	0.0055	4e-04	0.0049	0.001	-0.0099	0.0087	0.004	0.0064	-0.0027	4e-04	0.0046	0.002	-9e-04	0.0143	5e-04	-0.0067	-0.0037
HG00380	-0.01	-0.0183	0.0094	0.0065	-5e-04	0.0017	-0.0024	-0.0093	0.0059	-0.0024	0.0054	-0.0083	0.0042	0.0052	0.0033	-0.0032	0.0064	-0.0024	-0.0034	-1e-04
HG00381	-0.0085	-0.0229	0.0264	0.0126	0.0042	0.002	4e-04	-0.0098	0.0059	0.0049	0.0067	-0.0052	-0.0026	0.0097	0.0034	-0.0032	0.012	0.0052	-0.0111	-0.0033
HG00382	-0.0095	-0.0169	0.0149	0.012	0.0029	0.0022	0.0082	-0.0055	-0.0074	0.0062	3e-04	0.0082	-0.0022	-0.0023	-0.0051	0	0.0078	0.0017	0.0036	-0.0018
HG00383	-0.0097	-0.0189	0.0141	0.0025	-0.001	0.0011	-0.0012	-0.0028	0.0014	0.0079	-0.0014	-0.0026	0.0016	-0.0016	2e-04	-5e-04	0.0075	7e-04	-5e-04	-0.001
HG00384	-0.0092	-0.0153	0.0138	0.0036	0.0022	-3e-04	0	-0.0052	0.0057	0.0021	0.004	2e-04	0.0019	0.0052	5e-04	-2e-04	0.0024	-0.0034	0.0027	0.0043
HG00403	-0.0105	0.0301	0.0071	0.0123	0.0052	-0.0073	0.0034	0.0137	0.0034	0.0018	-0.0095	6e-04	-0.0026	0.0094	0.0046	0.004	-0.0021	0.0034	0.0012	-0.0022
HG00404	-0.0083	0.0302	0.013	-9e-04	0.0035	-4e-04	0.0049	-0.0055	-0.0089	0.0073	0.0069	0.0079	-0.0059	-0.0071	-0.0013	-0.0019	-0.0023	0	0.0058	0.0028
HG00406	-0.0105	0.0295	0.0122	0.0092	0.0063	-3e-04	0.0019	0.0043	-0.0037	0.004	-4e-04	0.0106	-0.0076	0.0014	-0.005	-1e-04	0.0041	0.002	0.018	-0.006
HG00407	-0.0108	0.0278	0.0093	0.0038	0.0046	-0.0023	0.0072	0.0044	-0.004	0.0123	-0.0019	-0.0014	-0.0114	0.002	0.0028	-1e-04	0.0024	0.0105	-0.0027	-0.0027
HG00409	-0.0092	0.0327	0.0068	0.014	-0.0016	-0.0049	0.0022	0.0075	-0.0056	0.0036	-0.0126	0.0067	1e-04	-0.0042	0.0013	-6e-04	-0.008	-0.003	0.011	7e-04
HG00410	-0.0097	0.0276	0.0082	0.0087	6e-04	-4e-04	-2e-04	-9e-04	0.0041	4e-04	0.0015	0.0055	0.003	4e-04	-0.0045	0.0018	-6e-04	-0.0012	0.0062	-0.0013
HG00419	-0.0084	0.035	0.01	0.0062	7e-04	-6e-04	0.0029	-0.0045	-0.005	0.0082	0.0063	-0.0052	-0.0068	-0.0041	-7e-04	-9e-04	0.0044	0.0047	-0.0071	0.0055
HG00421	-0.0077	0.0278	0.0019	0.0092	-3e-04	-0.0011	-0.0024	-0.0043	1e-04	-0.0076	0.007	0.0032	0.0077	-0.0012	-5e-04	-0.0022	9e-04	-0.0069	-0.0017	8e-04
HG00422	-0.0094	0.0267	0.0075	0.0077	-7e-04	-0.004	0.002	0.001	-0.0067	0.0118	-0.0013	-0.002	-0.0065	-0.0074	-0.0018	3e-04	-0.002	0.003	0.0021	0.0051
HG00427	-0.0078	0.0356	0.0054	0.0148	0.0014	-7e-04	-2e-04	0.0043	0.0019	-0.004	-0.0031	0.0032	0.0019	-5e-04	-0.0011	0.0011	-0.002	-7e-04	0.0029	-9e-04
HG00428	-0.0094	0.0277	0.0048	0.0097	-3e-04	-0.0022	-0.0045	4e-04	0.0043	-0.0042	0.0063	-7e-04	-0.0013	6e-04	-6e-04	0.0021	-0.0018	-5e-04	-0.0059	0.0014
HG00436	-0.0082	0.0285	0.0051	0.0082	-0.0036	-0.0018	-0.0025	-0.0039	0.0019	-0.0028	0.011	-0.0067	-5e-04	-0.0031	0.0045	0	-0.0026	-0.0019	-0.0074	0.0039
HG00437	-0.009	0.0316	0.0072	0.0155	-0.0047	-8e-04	-0.0075	-7e-04	0.0076	-0.0073	2e-04	0.0011	0.0097	5e-04	2e-04	0	-0.0019	-0.0079	-0.0012	-8e-04
HG00442	-0.0077	0.0274	0.0031	-9e-04	6e-04	-0.0045	0.0072	0.0016	-0.0087	0.0143	-0.0044	0.0016	-0.0056	-0.0054	-0.0013	0.0025	-0.0015	0.0029	-0.0023	0.0021
HG00443	-0.0091	0.0328	0.0034	0.0153	0.001	0.002	-0.0013	0.0041	-0.0022	-1e-04	-0.0061	-8e-04	7e-04	5e-04	4e-04	-0.0028	-8e-04	-6e-04	-0.0061	-0.0029
HG00445	-0.0086	0.0312	0.0034	0.0083	-0.0025	-0.006	-7e-04	0.0032	-0.001	0.003	-0.0039	-0.0042	-0.0045	-0.0014	-0.0025	0.0036	-0.0012	0.0019	-0.004	9e-04
HG00446	-0.0099	0.0215	0.0012	0.0093	-0.0015	-0.0023	-0.0013	-0.001	-0.0024	4e-04	0.0019	0.0026	0.0019	-0.003	-2e-04	7e-04	-0.0067	-0.0038	0.0029	0.0027
HG00448	-0.0095	0.03	0.0121	0.0053	0.0015	0.004	0.0026	-0.0106	0	-4e-04	0.0122	-0.0064	-0.0021	3e-04	0.0034	-0.003	0.0038	-9e-04	-0.0037	0.0034
HG00449	-0.0098	0.0247	0.0134	0.0072	0.0015	-0.0019	-6e-04	0.0034	-0.0027	0.0045	-0.006	0.0022	-0.0016	-0.0027	-0.0026	0.0033	-0.0019	2e-04	-3e-04	-0.0018
HG00451	-0.0098	0.0283	0.0036	0.018	-0.0019	4e-04	-0.0057	-0.002	0.0041	-0.0092	-0.0018	0.0025	0.0072	-0.0011	-0.0012	0.0013	4e-04	-0.0044	-0.0018	-0.0024
HG00452	-0.0099	0.0284	0.0105	0.0011	0.0033	-0.0062	3e-04	-6e-04	-0.0021	0.0123	-0.001	-0.0059	-0.009	0.0041	-2e-04	-3e-04	0.0064	0.0081	-0.0079	0.0019
HG00457	-0.0086	0.0284	0.0086	0.0022	2e-04	-0.0023	-1e-04	-0.0053	0.0016	0.0018	0.0072	-0.0057	-0.0033	4e-04	7e-04	0.0035	0.0023	0.0025	-0.0032	0.003
HG00458	-0.0086	0.0278	0.0047	0.0069	-5e-04	-0.0017	0.0065	-0.004	-0.006	0.0028	0.0024	-0.0068	-0.0041	-5e-04	0.0032	0.0017	0.0024	7e-04	-8e-04	0.0056
HG00463	-0.0089	0.0298	0.0053	0.02	0	-1e-04	0.0069	-0.0041	-0.0079	0.0111	0.0017	-0.0075	-0.0058	-0.0048	0.0014	-4e-04	0.0016	0.0036	-0.0037	0.0062
HG00464	-0.0089	0.026	0.0106	0.001	-2e-04	-0.0037	0.0024	-0.0043	-4e-04	-0.0045	0.0054	8e-04	0.0014	-4e-04	-0.0043	0.0024	-1e-04	0.0032	-0.0019	0.0028
HG00472	-0.0096	0.0325	0.0071	0.0077	-4e-04	-2e-04	-6e-04	-8e-04	-0.0026	0.0025	0.0017	0.0016	-0.0021	-0.0067	-0.0045	0.0017	-0.0026	1e-04	-0.0043	0
HG00473	-0.0085	0.0338	0.0054	0.0122	0.0051	-0.0011	-1e-04	-0.002	0.0048	-0.0054	0.0074	-9e-04	-0.0026	0.0046	0.0054	0.0028	0	-0.0015	0.0144	3e-04
HG00477	-0.0093	0.0285	0.0133	0.0124	0	-0.0024	-4e-04	0.0057	0.0038	-7e-04	-0.009	0.0075	0.0052	-0.0014	-0.0029	0.0025	-0.0019	-0.0056	0.0067	-0.0046
HG00478	-0.0103	0.0303	0.0146	0.01	1e-04	0.0037	0.0014	-0.0081	0.0022	-1e-04	0.0104	-0.0024	1e-04	-0.0015	-5e-04	1e-04	0.003	0.0015	-0.0064	7e-04
HG00479	-0.0083	0.028	0.0036	0.0123	0.0022	-0.0037	-0.001	8e-04	0.0012	-0.0036	-0.0025	-0.0072	-0.001	0.0053	0.0038	0.0034	0.001	7e-04	-0.0065	8e-04
HG00500	-0.0102	0.0248	0.008	0.0055	3e-04	-3e-04	0.0027	-0.0031	-0.0029	0.0045	0.0052	-0.001	-0.0061	-0.0031	-0.0015	-3e-04	9e-04	0.0018	2e-04	0.0048
HG00501	-0.0084	0.0354	0.0082	0.0121	-0.0016	0	-0.0025	0.0058	0.0018	-0.0045	-0.0083	0.0035	0.0038	-4e-04	-0.0029	0.0015	-0.0024	-0.0054	0.003	0.0032
HG00513	-0.0095	0.0268	0.0108	0.0112	0	-0.0015	-2e-04	-0.0121	0.0046	0.0015	0.0121	-0.0072	-5e-04	9e-04	-0.0013	-5e-04	0.0045	0.0012	-0.0059	0.0027
HG00525	-0.0087	0.0326	0.0017	0.0093	-7e-04	0.0011	-0.0023	0.0019	3e-04	-0.0019	-0.0028	0.002	5e-04	-0.003	-0.0028	-5e-04	-0.0029	-0.0023	-0.0044	-0.0017
HG00530	-0.009	0.0307	0.0032	0.0061	0.0037	-0.0015	4e-04	-0.0012	0.0029	0.0039	0.0067	-0.003	-0.0035	0.0038	-0.0024	5e-04	0.0041	0.0068	-0.0095	-0.0031
HG00531	-0.0087	0.029	0.0103	0.011	0.0067	0.0089	0.0087	-0.0091	-0.0076	0.0025	0.0035	0.0019	-0.0045	0.0029	-0.0053	-0.0068	0.0069	0.0024	-0.0036	-0.0013
HG00533	-0.0085	0.0239	0.0132	0.0049	0.0019	-8e-04	0.0015	0.0031	5e-04	0.0037	0.0025	-0.0053	-0.0027	0.0076	0.0049	-0.0061	0.0076	0.0076	-0.0114	-0.0049
HG00534	-0.0088	0.0282	0.0076	0.007	0.0049	0.003	0.0045	-0.0051	0.0028	7e-04	0.0118	-0.0079	-0.0071	0.0049	0.0051	-0.0037	0.0069	0.0014	-0.011	-5e-04
HG00536	-0.0105	0.0292	0.0118	0.0112	0.0026	0.0024	2e-04	0.002	0.0012	0.0063	-0.0064	0.0074	-0.0018	-0.0011	-0.0033	0.0031	-3e-04	-0.0026	0.0047	-0.0016
HG00537	-0.0082	0.0241	0.0017	0.0121	7e-04	8e-04	4e-04	-0.0064	0.0079	-0.0092	0.0025	0.0024	0.0101	0.0064	-0.0035	0.0012	0.0028	-0.0055	0.0029	-0.0014
HG00542	-0.0105	0.0281	0.012	0.0163	0.0023	0.0029	-0.0026	2e-04	0.0024	0.0016	-0.0021	0.0016	-0.0015	0.0017	-0.0027	-9e-04	0.003	-3e-04	6e-04	-0.0024
HG00543	-0.0092	0.0341	0.0096	0.0025	-0.0014	-0.0039	0.0013	-0.0052	-4e-04	0.0012	0.007	-0.0082	-0.0027	-0.0015	0.0031	3e-04	-0.0011	0.0037	-0.0034	0.0039
HG00551	-0.0078	-0.0114	0.0168	-0.0108	-0.002	9e-04	2e-04	-0.0026	0.0082	-0.0037	0.004	0.0045	-1e-04	0	-0.0011	0.0048	-0.0028	-0.0021	0.0037	-0.0016
HG00553	0.0043	-0.0149	0.0088	0.0022	0	-0.0017	-0.0113	0.0123	0.0154	-0.0166	-0.0185	0.0057	-1e-04	0.0018	-0.0036	0.008	0.007	-0.0172	0.0016	-0.0012
HG00554	-0.0048	-0.0108	0.0082	-0.0071	-0.0098	0.0027	0.0037	0.0036	6e-04	-0.001	-0.0095	0.005	0.0051	0.0041	-0.006	0.0024	-0.0027	-0.0056	-5e-04	-0.0031
HG00556	-0.0103	0.0294	0.0081	0.0047	-0.0017	-0.0033	3e-04	0.0013	0.0018	-0.003	0.004	-0.0056	-0.0025	-3e-04	0.0048	0.0036	-0.002	2e-04	7e-04	0.0018
HG00557	-0.0085	0.031	0.0048	0.0107	-0.002	0.002	1e-04	-0.0042	-0.0015	-4e-04	0.0049	0.0012	-1e-04	-0.0014	3e-04	0.0022	-0.0014	-0.0027	2e-04	0.0032
HG00559	-0.0076	0.028	0.0162	2e-04	0.0035	0.002	0.0033	-0.009	0.0011	0.0019	0.0122	0.0012	-0.0026	0.0048	0.0039	-0.002	0.0044	-0.0017	-0.0018	0.0027
HG00560	-0.0094	0.0302	0.0063	0.014	0.0024	0.002	0.0041	-0.0093	0.0017	-4e-04	0.0121	-0.0032	0.002	9e-04	0.0039	-0.0013	0.0033	-0.0043	0.0086	0.0029
HG00565	-0.01	0.032	0.0077	0.012	4e-04	2e-04	0	0.0034	-3e-04	0.0035	-0.0051	0.0016	0.001	-0.0025	-0.0013	0.0013	0.001	0.001	-6e-04	-0.0013
HG00566	-0.0073	0.0288	-0.0024	0.0168	-0.0042	0	-7e-04	-8e-04	-0.0094	-0.0052	-0.0099	-4e-04	0.0087	-5e-04	-0.0069	-0.0038	-0.0024	-0.0016	-0.0013	0
HG00580	-0.009	0.032	0.0073	0.009	-2e-04	-0.0035	0.0028	-0.003	-0.0011	-1e-04	0.0059	-0.0036	-0.0023	-0.0012	0.0017	6e-04	-0.0013	-0.003	-0.0029	0.0031
HG00583	-0.0089	0.0346	0.0092	0.0122	-0.0025	0.0038	-0.0029	-0.0039	-0.0014	-0.0012	0.0051	0.0021	3e-04	-0.0052	-0.0026	1e-04	-4e-04	-0.0036	-0.0064	0.0028
HG00584	-0.0097	0.031	-9e-04	0.0192	0.001	-0.0047	-0.0077	0.0063	0.0027	-0.0042	-0.0033	4e-04	0.003	0.0017	0.002	-4e-04	-0.006	-0.0034	-0.0081	0.0019
HG00589	-0.0097	0.0291	0.0052	0.0149	0.0022	0.0021	0.0088	-0.0017	-0.0079	0.0057	-0.0064	-7e-04	-0.002	3e-04	-0.0036	-0.0034	0.0053	0.0072	-3e-04	-0.0033
HG00590	-0.0092	0.0283	0.005	0.0086	-0.0033	-0.0023	-0.0025	0.0014	-0.0036	0.0033	-9e-04	-0.0019	-0.0015	-0.0079	-0.0019	-0.0015	-0.0072	4e-04	-7e-04	0.003
HG00592	-0.0102	0.0278	0.0123	-5e-04	0.0014	-0.0026	0.002	-0.0023	-0.0016	0.0105	0.0021	0.0018	-0.0082	-0.0037	-0.0036	0.0028	0.0031	0.0073	-0.0043	-0.0037
HG00593	-0.0098	0.0305	0.0083	0.0162	-0.0029	-0.0032	-0.0046	0.0051	0.0013	-0.0031	-0.0056	-0.0049	0.0057	-0.0014	0.0058	-0.002	-0.0023	-0.006	4e-04	1e-04
HG00596	-0.0078	0.0269	0.0038	0.0138	-0.0017	0.0016	-0.0035	-0.0076	0.0043	-0.0109	0.006	-0.0086	0.0056	0.001	0.0051	-3e-04	-0.0031	-0.0064	7e-04	0.0065
HG00598	-0.0088	0.0322	0.0079	0.0172	-7e-04	0.0039	-0.0043	-0.0058	0.001	-0.0065	0.0099	-2e-04	-0.0021	-9e-04	-0.0024	-0.0014	4e-04	-0.0045	0.0028	0.0018
HG00599	-0.0088	0.0321	0.0091	0.0056	-3e-04	-8e-04	0.0023	0.0041	0.0017	-2e-04	0	-6e-04	-0.0035	0.0022	3e-04	5e-04	0.0012	0.0049	-0.0081	-0.0024
HG00607	-0.0081	0.0317	0.0083	0.0136	0.0014	6e-04	0.001	-0.0026	-0.0048	0.0035	0.0028	0.0019	0.0021	-0.0043	0	-0.001	5e-04	-2e-04	-7e-04	-7e-04
HG00608	-0.0071	0.0296	0.0032	0.0101	-2e-04	0.0022	0.0047	-0.0036	-0.0048	-0.0021	-0.0019	0.0024	0.0096	1e-04	-0.0056	-0.0053	0.0021	-4e-04	0.0014	-0.0027
HG00610	-0.0099	0.0289	0.0139	0.0058	0.0033	0.0044	0.0013	-0.007	0.0014	5e-04	0.0073	8e-04	-9e-04	0.0014	0.0014	-0.0013	0.0039	0.0017	0.0027	0.0022
HG00611	-0.0089	0.0269	0.0092	0.0096	-0.0027	0.0014	-0.0036	-0.0057	0.0058	-0.0104	0.0071	-0.0058	0.006	0.0015	0.004	-0.0021	0.0023	-0.0075	-0.0035	0.0021
