ID1	ID2	IBD_CM_SUM
HG02724	HG03019	21.77287
NA19676	NA19774	7.334114
HG02724	HG02784	31.15693
NA18881	NA19098	5.617054
NA20869	NA20899	10.49274
HG03752	HG03895	6.150467
HG00275	HG00371	20.15179
HG01595	HG01600	5.296509
HG02020	HG02078	14.26672
HG01137	HG01550	62.34847
HG00553	HG01048	59.27478
HG02724	HG02786	51.31629
HG01089	HG01188	28.51558
HG01326	HG01402	47.4706
HG00553	HG00742	16.26262
HG03108	HG03265	12.15398
HG00553	HG00732	38.80374
HG00553	HG01104	28.4697
NA19313	NA19331	3127.115
HG03108	HG03124	13.13262
HG01137	HG01253	26.88454
HG00275	HG00373	5.199753
HG00553	HG01190	27.30783
HG03108	HG03343	64.29388
HG02724	HG03018	29.22381
NA20755	NA20773	5.372574
NA19038	NA19429	76.77021
HG02977	HG03515	97.39842
HG01137	HG01280	32.50854
HG00553	HG01173	25.88495
HG00372	HG00382	19.18828
HG00553	HG01414	9.781631
HG00553	HG01302	36.06704
HG00553	HG01161	53.85442
NA19319	NA19461	15.16916
HG03081	HG03097	8.516327
HG00235	HG00254	49.78613
HG00345	HG00366	14.9503
HG03784	HG04017	16.40068
HG03697	HG03949	5.440643
HG03849	HG03858	6.471649
NA20861	NA21100	30.37332
HG02152	HG02375	27.9717
HG03756	HG03887	17.4776
HG00327	HG00369	10.96389
HG02610	HG02624	724.2222
HG00766	HG02180	6.289986
NA19312	NA19384	14.60998
NA20892	NA21142	26.14589
HG03271	HG03313	6.1017
HG01170	HG01312	58.38296
HG02152	HG02355	7.169125
HG00766	HG02406	5.487011
HG02685	HG03640	26.42939
HG03849	HG03949	7.918274
HG03410	HG03460	8.010565
HG01438	HG01494	26.58003
NA20892	NA21123	21.903
NA20861	NA20884	5.251549
HG02610	HG02643	221.9038
NA19385	NA19393	12.73528
HG02685	HG03016	26.22616
HG00119	HG00123	45.89595
NA19312	NA19393	88.41861
HG03838	HG03895	6.705612
HG03756	HG03890	13.93103
HG01890	HG02541	36.82583
HG03304	HG03342	27.58289
HG03697	HG03943	7.033752
HG03849	HG03900	6.333847
HG03785	HG04063	5.00769
HG02010	NA19713	5.839542
HG01173	HG01305	20.88645
HG00119	HG00124	1984.364
HG02685	HG02784	25.8853
HG03304	HG03372	14.35593
HG02150	HG02299	5.977234
NA20861	NA20878	5.282278
NA20892	NA21107	5.540596
HG02685	HG03019	18.28304
HG03578	NA20294	5.446317
HG03376	HG03394	171.6306
HG02685	HG02790	13.05785
HG01366	HG01443	33.91513
HG02624	HG02643	76.18863
HG00173	HG00353	11.40368
HG00766	HG02371	22.65952
NA21111	NA21119	30.01291
HG01366	HG01459	19.85163
HG01173	HG01183	32.34308
HG03304	HG03311	39.4235
HG03391	HG03559	5.109535
HG02040	HG02127	5.272527
HG01927	HG02104	16.99327
HG01049	HG01058	69.91182
HG03391	HG03397	24.39914
NA20892	NA21114	24.80544
NA21127	NA21142	31.36762
HG01286	HG01393	17.8557
HG01173	HG01746	5.36293
HG00310	HG00364	29.29767
HG01302	HG01326	60.90931
HG02685	HG03491	11.73249
HG00553	NA19685	6.398811
HG00553	HG01183	43.95075
NA20527	NA20832	6.569624
HG03838	HG03986	11.99784
NA19401	NA19457	6.002668
HG00553	HG01312	37.68734
HG01028	HG01031	22.82335
NA19346	NA19399	11.2271
HG00553	HG01323	44.40662
NA19319	NA19457	19.68308
HG03410	HG03567	8.04393
HG00277	HG00355	24.00426
HG01438	HG01443	5.479561
HG00107	HG00258	6.64505
HG03595	HG04134	11.6522
HG03108	HG03311	42.92374
NA21111	NA21141	38.38865
HG01438	HG01556	8.896893
HG01028	HG01046	16.90742
NA20882	NA20900	3309.078
HG00345	NA11829	8.170715
HG00173	HG00189	5.765892
HG02322	HG02450	18.27396
HG01927	NA19777	5.315674
HG00173	HG00188	16.34435
HG03410	HG03436	10.52478
NA20902	NA21126	23.03503
HG03697	HG03866	29.1054
HG03410	HG03578	5.948837
HG00173	HG00315	6.176025
HG00766	HG00867	52.52934
HG00310	HG00346	44.52368
NA19346	NA19448	9.746704
HG00277	HG00376	7.785236
NA19319	NA19324	17.3949
HG00766	HG02391	18.82048
HG02541	NA18912	5.667511
HG02150	HG02272	12.67371
HG01173	HG01412	14.60402
NA20862	NA20910	43.05186
NA20544	NA20755	14.41925
NA19319	NA19375	6.119049
HG00553	HG01167	57.72956
HG03228	HG03229	802.2856
HG02152	HG02388	24.50595
NA19312	NA19316	139.6987
NA18865	NA18871	6.577438
HG00327	HG00380	5.606354
NA19346	NA19443	19.06573
NA19312	NA19429	8.26059
NA19312	NA19375	11.84214
NA19319	NA19467	11.28239
HG00766	HG02375	19.43663
HG00345	HG00365	5.673584
HG00118	HG00125	16.02303
NA12272	NA12814	5.674957
HG02977	HG03109	6.322014
HG03785	HG04056	28.39742
HG00107	HG00108	46.74251
NA19312	NA19473	45.80838
HG01173	HG01197	16.13226
HG01173	NA19679	5.318665
HG00173	HG00356	5.789803
NA20861	NA21126	11.96156
HG01438	HG01495	12.62507
NA19385	NA19436	27.03803
HG02610	HG02642	278.2742
NA19401	NA19463	6.072052
NA19401	NA19471	5.418839
HG02977	HG03280	7.718491
NA19312	NA19436	17.9051
NA12749	NA12830	6.776855
HG01438	HG01488	35.52393
HG01173	HG01402	12.18797
HG01173	HG01177	40.5431
HG01049	HG01072	31.4609
HG01813	HG02155	9.229042
HG02461	HG02624	34.3616
HG01432	HG01489	27.28764
HG00641	HG01051	24.6822
HG01049	HG01183	33.36698
NA21109	NA21133	6.509125
HG00311	HG00320	8.12178
HG03055	HG03436	10.96456
NA12546	NA12889	8.795868
HG01794	HG02186	10.54668
HG01366	HG01550	40.45686
NA19143	NA19214	22.23276
HG01302	HG01323	67.21278
HG00641	HG01393	22.12668
HG00641	HG01083	74.38597
HG01254	HG01357	14.25098
HG01432	HG01479	43.78995
HG01049	HG01067	102.093
NA18941	NA18998	5.651287
HG00641	HG01164	34.02849
HG01286	HG01395	51.79342
HG01161	HG01204	24.68225
HG02040	HG02075	5.332275
NA21109	NA21112	29.15691
HG01079	HG01412	63.60801
NA19445	NA19457	19.43027
HG01161	HG01187	30.36852
HG02624	HG02666	325.09
HG00311	HG00338	5.073311
HG02373	HG02381	2565.726
NA21127	NA21144	32.5134
HG00288	HG00367	28.71756
HG01813	HG01816	18.93183
HG01794	HG01811	5.218094
HG01366	HG01468	27.6973
HG01079	HG01170	67.07667
HG01302	HG01403	45.05074
HG00179	HG00280	14.37944
NA20505	NA20826	7.333405
HG01161	HG01248	23.83682
NA21109	NA21111	6.102371
HG01079	HG01326	55.20207
HG03713	HG03715	3310.175
HG02610	HG02675	9.308228
HG01302	HG01305	63.49322
HG01500	HG01509	5.297775
HG02628	HG02819	16.72647
HG02461	HG02896	41.7027
HG00179	HG00365	6.077087
HG00179	HG00319	18.40673
HG01254	HG01378	22.6785
HG01049	HG01167	18.41353
HG01079	HG01465	6.064766
HG00641	HG01325	69.05318
HG00109	HG00114	19.85734
HG01794	HG02178	10.54504
HG00179	HG00267	18.99373
HG01079	HG01088	31.4311
HG00243	HG00251	10.79392
HG01254	HG01485	34.96702
HG03376	HG03382	25.71941
NA21109	NA21114	16.6856
HG00641	HG01079	14.96138
HG00641	HG01170	30.34269
HG01302	HG01405	71.11575
NA20334	NA20336	2398.721
HG00978	HG02374	13.1096
HG03055	HG03066	55.92568
HG00311	HG00357	5.551643
HG00179	HG00336	6.323822
HG01079	HG01097	56.49996
HG00109	HG00123	23.8314
HG00641	HG01085	40.23922
HG01079	HG01094	33.28279
HG01254	HG01432	6.397568
HG00641	HG01198	55.0918
HG00114	HG00121	14.97455
HG01161	HG01412	38.48164
HG00173	HG00290	15.94857
NA20544	NA20778	18.67687
NA20336	NA20355	1503.156
HG02439	HG02614	7.363068
HG00173	HG00371	5.155594
HG01302	HG01303	176.3076
HG01161	HG01414	15.98958
HG01366	HG01495	29.34906
HG01049	HG01412	75.27452
HG02628	HG03049	7.149567
HG00173	HG00304	16.81394
HG02573	HG02702	45.75424
HG01286	HG01531	5.402618
NA19334	NA19472	8.910736
HG02152	HG02182	41.1057
HG01173	NA19675	5.340439
NA18861	NA18908	5.783765
HG00766	HG00879	285.7608
HG01173	HG01405	22.34161
HG01173	HG01311	26.45351
HG00179	HG00331	18.20701
HG01366	HG01489	35.78366
HG02970	HG03112	6.572395
HG01432	HG01447	66.78653
HG01079	HG01393	49.00094
HG00311	HG00372	6.219406
HG01079	HG01205	44.07622
HG00243	HG00256	14.82779
HG02373	HG02385	18.48166
HG01049	HG01308	32.23466
HG01286	HG01303	100.2701
HG01049	HG01069	50.64453
HG02373	HG02375	57.07726
HG01302	HG01308	116.2628
HG00114	HG00123	16.71457
HG01049	HG01097	45.25455
HG01366	HG01479	71.76961
HG02272	NA19732	10.11787
HG03301	HG03304	26.73784
HG01161	HG01176	38.23851
HG01366	HG01389	42.28574
NA21111	NA21125	15.97608
HG01049	HG01101	35.71581
HG00173	HG00332	6.455124
HG02610	HG02813	20.67241
HG02685	HG02787	25.52979
HG03224	HG03485	6.397522
HG01257	HG01281	104.2675
HG01447	HG01459	12.25941
HG01257	HG01362	26.83658
HG03850	HG04210	5.089844
HG03055	HG03060	25.85054
HG01680	NA19750	5.229759
HG01412	HG01413	72.87891
HG00288	HG00326	23.91582
HG03986	HG04210	7.102203
HG00641	HG01323	20.44349
HG02971	HG03499	47.41777
HG01565	HG01947	37.38454
HG00641	HG01072	67.08741
HG00109	HG00116	19.81012
HG00641	HG00739	16.99862
HG01794	HG02408	6.751587
NA20853	NA20859	10.72444
HG02971	HG03157	9.468613
HG01325	HG01412	32.0274
NA21086	NA21142	25.69543
HG01566	HG01578	50.41346
HG01455	HG01495	17.09633
NA19042	NA19311	685.8428
HG00978	HG02363	11.22425
HG03209	HG03479	9.672714
NA21087	NA21143	12.29385
HG01102	HG01170	16.74745
HG00266	HG00269	16.79764
HG03022	HG03706	35.08478
NA20853	NA21135	5.372589
NA19042	NA19443	8.86795
HG03054	HG03055	41.41211
HG02151	HG02156	196.213
HG01259	HG01302	8.199997
HG01447	HG01495	20.04449
HG01102	HG01111	29.09846
NA21086	NA21102	15.81319
HG03224	HG03225	81.8622
HG01257	HG01497	56.75658
HG03986	HG03998	27.82507
HG01257	HG01494	36.68598
HG01102	HG01396	16.64188
HG02944	HG03123	13.55711
HG01102	HG01205	74.41329
HG03224	NA19704	7.51088
NA21086	NA21127	21.49535
HG00266	HG00323	5.613674
NA19308	NA19466	14.17612
NA19042	NA19472	29.96074
HG00266	HG00349	10.71997
NA18510	NA19092	5.950882
HG00288	HG00309	9.185106
HG00114	HG00116	44.24293
HG00179	HG00335	11.35058
HG02944	HG03297	27.2928
HG01794	HG02156	18.28756
HG01079	HG01080	6.13446
HG01813	HG02182	6.580734
HG03850	HG04106	5.070168
HG00109	HG00111	47.78534
HG00978	HG02367	5.548706
HG01794	HG02190	5.328491
HG03301	HG03372	797.1322
NA21109	NA21135	1591.653
HG01257	HG01363	67.8625
HG01079	HG01168	18.30334
HG01565	HG01700	11.43864
HG01079	HG01323	37.50332
HG00109	HG00121	20.99936
HG02461	HG02895	27.39961
HG03055	HG03401	23.86614
HG00641	HG01248	38.99092
NA20505	NA20753	11.11148
HG00179	HG00375	5.377716
NA19308	NA19350	81.08238
HG00109	HG00110	77.41336
NA19728	NA19729	87.44389
NA20895	NA20903	6.294708
NA19042	NA19309	12.55223
HG00641	HG01070	63.39801
HG00641	HG01162	70.57338
NA19042	NA19350	210.9072
HG02944	HG02952	60.12189
HG00641	HG00740	23.65975
HG02971	HG03193	11.328
HG01257	HG01375	35.83655
NA20505	NA20787	12.81377
HG00356	HG00379	13.85445
HG02121	HG02137	5.014013
HG01254	HG01431	6.082092
HG00179	HG00321	24.40163
HG00641	HG01066	70.77836
NA19308	NA19404	86.06216
HG03850	HG04042	20.3831
HG00641	HG01183	90.30006
NA20334	NA20355	3047.679
NA19308	NA19474	7.464386
HG03055	HG03385	8.886185
HG00641	HG01168	36.00656
HG01257	HG01357	54.41209
HG03055	HG03452	10.55559
HG00641	HG01088	20.38884
HG01456	HG01503	6.815948
HG00179	HG00190	21.63784
HG00978	HG01816	14.61
HG01880	HG03202	6.409332
HG00311	HG00326	13.17869
HG00330	HG00357	5.62674
HG02185	HG02390	13.23497
HG01257	HG01438	99.20313
HG00641	HG01191	49.84413
HG00449	HG00537	7.403366
NA20505	NA20795	21.7566
NA20853	NA21109	18.20933
HG00266	HG00304	23.67096
HG03733	HG03854	24.34322
HG00278	HG00309	17.29282
HG00733	HG01051	30.3435
HG01102	HG01405	33.77687
HG01176	HG01200	70.35445
NA19660	NA19685	3268.877
NA21086	NA21130	16.48138
HG01190	HG01392	50.30162
HG03738	HG03846	8.265259
HG00733	HG00743	24.54409
HG03066	HG03565	5.50602
HG00266	HG00368	34.23948
HG00100	HG00110	29.18077
HG02449	HG02555	62.76632
HG03733	HG03884	16.47089
NA19027	NA19350	425.7296
HG00733	HG01083	33.54322
HG03054	HG03571	21.79847
HG00284	HG00306	6.011818
HG01061	HG01104	28.80926
HG01275	HG01366	25.07099
HG00733	HG01170	8.022835
HG00278	HG00366	5.196533
HG01061	HG01198	31.48719
HG00284	HG00320	5.48877
HG02318	NA20291	5.995224
HG03428	HG03473	25.69527
HG01626	HG01631	18.76881
HG01176	HG01197	20.79743
HG03103	HG03108	6.199839
NA19027	NA19042	1647.885
HG01176	HG01190	56.17365
NA20532	NA20772	5.799629
HG00266	HG00326	11.86591
HG03054	HG03060	16.36745
HG00733	HG01085	7.073242
HG03733	HG03898	367.2399
HG01176	HG01286	95.08747
HG00236	HG00264	125.1462
HG01176	HG02337	5.570511
HG00284	HG00381	10.16669
HG00281	HG00368	5.340794
HG00733	HG01104	27.03433
NA20532	NA20796	6.033508
HG03428	HG03457	692.2998
HG01176	HG01412	113.8467
HG03234	HG03235	146.9018
HG03363	HG03370	42.08341
HG00566	HG00613	5.616263
HG00100	HG00125	26.32254
HG00443	HG00448	9.162868
HG00110	HG00111	31.25614
HG00100	HG00101	150.979
HG01474	HG01620	6.208832
NA21112	NA21143	30.31065
HG00266	HG00308	20.31178
NA21099	NA21103	18.067
NA19648	NA19750	44.63339
HG00236	HG00252	7.808701
HG01102	HG01395	12.93969
HG00337	HG00342	13.24237
HG01102	HG01188	27.92372
HG01102	HG01204	37.15917
HG01190	HG01414	52.13355
HG00281	HG00357	7.270889
HG03738	HG03837	212.5048
HG01102	HG01247	29.21112
HG00281	HG00366	5.038086
HG03054	HG03583	5.788681
NA19027	NA19309	5.048355
NA20886	NA20898	3316.559
HG00284	HG00330	11.54618
HG00266	HG00358	14.77548
HG00284	HG00288	5.533417
HG00266	HG00335	10.50803
NA21086	NA21129	6.983002
HG01527	NA19726	6.384918
HG01176	HG01393	54.88955
HG00278	HG00376	18.01258
HG01190	HG01303	72.07199
HG01259	HG01284	116.0382
HG00110	HG00114	29.20353
HG02769	NA20289	5.498329
HG01190	HG01393	73.11256
HG02031	HG02121	5.16819
HG03733	HG03754	5.118317
HG01102	HG01402	17.76741
HG00278	HG00315	13.42392
HG01566	HG02089	18.75744
HG01102	HG01177	22.30806
HG00281	HG00284	11.4563
HG00266	HG00369	5.31781
HG02971	HG03163	17.92527
HG03224	HG03478	19.03499
HG00266	HG00381	13.04159
HG03738	HG03986	6.112396
HG02971	HG03133	25.4467
HG00110	HG00123	37.59879
HG03209	HG03556	15.76933
HG03733	HG03991	214.7029
HG00356	HG00373	15.58599
HG03054	HG03057	262.3101
HG00281	HG00383	18.61478
HG01474	HG01550	87.00655
HG00284	HG00325	16.98442
HG00281	HG00320	20.86852
HG02166	HG02409	10.80512
HG01190	HG01198	52.24161
HG01259	HG01360	26.54589
NA19834	NA19920	531.0479
HG03738	HG03890	21.39528
HG00266	NA19658	5.011116
NA19648	NA19678	5.171635
NA19660	NA19664	1355.986
NA19648	NA19649	92.19405
HG01102	HG01325	24.28236
NA20853	NA20876	19.36458
NA21086	NA21088	11.04348
HG00266	HG00345	14.19684
HG02944	HG03280	12.49255
HG01259	NA19678	5.256516
HG03105	HG03354	95.73872
HG02215	NA12748	5.197014
HG02185	HG02187	8.511147
HG00266	HG00372	29.2325
HG01102	HG01302	102.4317
HG02944	HG03190	240.4844
NA19308	NA19383	5.858795
HG00356	HG00382	5.908569
HG03105	HG03109	25.03464
HG00266	HG00274	5.974111
NA20853	NA20889	7.165909
HG02151	HG02188	100.4326
HG03733	HG03750	16.72756
HG03738	HG03756	19.07264
HG02971	HG02981	6.358398
HG01259	HG01524	5.772934
HG00356	HG00368	20.9851
HG03428	HG03455	386.9506
HG00278	HG00323	32.41751
HG03611	HG03907	8.994095
HG01102	HG01107	51.87188
HG01259	HG01389	109.1339
HG03054	HG03455	12.57308
HG03105	HG03311	23.20353
HG01455	HG01494	26.13175
HG01102	HG01174	46.4031
HG00266	HG00278	10.38802
HG02971	HG03280	17.44361
HG03224	HG03583	24.3524
NA20853	NA20867	60.18393
HG01447	HG01492	21.20616
HG01102	HG01197	47.55935
NA21087	NA21127	10.67798
HG03738	HG03951	10.92899
HG00110	HG00113	11.57788
HG00637	HG01412	30.80456
HG00737	HG01089	8.982803
HG01275	HG01345	41.29795
HG00338	HG00343	12.33687
HG00733	HG01055	51.94521
HG01303	HG01393	20.88748
HG00737	HG01161	15.8957
HG00637	HG01174	6.156837
HG00637	HG01061	38.71157
HG03644	HG04042	18.55411
HG03015	HG03660	23.22184
HG01197	HG01395	52.1237
HG01197	HG01305	41.91134
HG03449	HG03484	185.5464
HG03644	HG03989	11.20472
HG02318	HG02537	6.210632
HG02792	HG02793	32.97515
HG00637	HG00737	27.03863
NA20773	NA20808	6.462357
HG00637	HG00740	21.47906
HG01805	HG01817	6.095169
HG00737	HG01412	51.41583
HG00276	HG00328	16.64908
HG00737	HG01061	30.08215
HG00637	HG01094	44.38279
HG00637	HG01070	6.683899
HG03265	HG03354	11.2979
HG03718	HG04063	22.20298
HG03265	HG03372	49.71796
HG00737	HG01303	49.81027
HG00637	HG01054	36.16818
NA20541	NA20796	13.09409
HG00737	HG01197	31.16464
HG02391	HG02409	15.92954
HG00637	HG01392	13.50806
HG03644	HG03885	25.77756
HG03887	HG03897	19.44474
HG00637	HG01177	33.49284
HG03773	HG03786	64.46143
HG01197	HG01303	46.70824
HG00260	NA11830	5.232239
HG00637	HG01083	42.86635
HG00338	HG00384	5.28299
HG00276	HG00327	22.13461
NA20541	NA20765	5.225559
HG01061	HG01092	10.80432
NA19027	NA19472	53.43934
NA19027	NA19466	14.40007
HG00733	HG01066	31.52779
HG01176	HG01247	5.24942
HG01061	HG01063	62.25384
HG01105	HG01393	52.36348
NA19027	NA19311	1714.685
HG00733	HG01168	33.20816
HG00737	HG01164	60.60093
HG00637	HG01104	28.745
HG00637	HG00640	35.62959
HG00637	HG00732	28.92808
HG00637	HG00742	9.693272
NA19657	NA19786	847.3262
HG03066	HG03385	9.340553
HG01061	HG01067	61.77141
HG01174	HG01286	37.5849
HG00733	HG01072	26.02996
HG01174	HG01414	40.54697
HG02623	HG02887	8.253685
HG01275	HG01550	21.83913
HG03015	HG03018	19.53423
HG00637	HG01089	42.04512
HG01061	HG01066	52.89065
NA19678	NA19750	6.341294
HG02623	HG02703	5.876663
HG00733	HG01171	39.52693
HG03015	HG03491	25.68315
HG00637	HG01170	28.63662
NA20871	NA21118	17.25879
HG01197	HG01308	64.6991
NA20871	NA21090	21.72909
HG02178	HG02181	7.08844
HG03644	HG03690	16.98517
HG02792	HG03660	45.34624
HG00276	HG00381	10.44249
HG01174	HG01197	69.29094
HG00637	HG01286	38.96889
HG00637	HG01161	39.61605
HG01275	HG01464	22.93553
HG01303	HG01396	40.83187
HG01275	HG01479	90.40359
HG00355	HG01789	6.825476
HG00733	HG01182	38.54328
HG03199	HG03304	14.27578
HG01061	HG01070	184.3625
HG01061	HG01162	41.1421
HG01275	HG01492	54.95653
HG00733	HG01402	46.07291
NA19657	NA19785	318.7977
HG03015	HG03706	16.32904
HG01275	HG01281	13.18292
HG01275	HG01489	63.67678
HG01176	HG01204	50.10312
HG01176	HG01188	56.19734
NA19006	NA19010	6.664413
HG00733	HG01088	47.41244
HG00100	HG00116	23.86264
HG03449	HG03460	10.62807
HG00733	HG01465	5.619338
HG01190	HG01311	14.96355
HG01061	HG01177	81.85979
HG00112	HG00123	531.1669
HG00112	HG00125	60.48968
HG00355	HG00358	10.64254
HG03733	HG03899	2548.348
NA21112	NA21135	62.9863
HG00566	HG00610	5.444969
HG00112	HG00124	20.02485
HG01174	HG01393	80.18748
HG00276	HG00367	5.162415
HG03557	HG03563	85.27965
HG01061	HG01308	101.9808
HG01197	HG01302	48.62267
HG00276	HG00379	16.9782
HG01275	HG01360	38.40144
HG00338	HG00346	25.21128
HG01061	HG01182	5.497894
HG00099	HG00116	20.78278
HG02792	HG03018	10.892
HG03718	HG03784	11.18065
HG00733	HG01188	38.23343
HG01176	HG01183	44.16582
HG00733	HG01305	34.02666
HG01197	HG01412	51.80169
HG02623	HG02667	13.252
HG00733	HG01079	50.38115
HG01275	HG01474	30.5711
HG01275	HG01455	7.870918
NA21087	NA21094	5.111633
NA06984	NA12400	5.971664
HG00733	HG01286	31.2572
HG03738	HG03740	8.496918
HG01061	HG01089	61.37651
HG00266	HG00373	15.16432
HG01176	HG01303	68.325
HG03397	HG03455	14.82169
HG01275	HG01495	18.67592
HG03166	HG03303	11.71436
HG00278	HG00361	25.65557
HG00278	HG00358	13.69864
HG03265	HG03301	68.89932
HG03066	HG03461	19.60453
HG04106	HG04107	179.5724
HG02623	HG02896	13.49254
NA20871	NA21143	5.503349
NA19777	NA19782	5.237045
HG00733	HG01190	16.29444
HG00581	HG00607	695.7088
HG01061	HG01302	27.63889
HG00278	HG00318	8.631378
HG02031	HG02057	6.788391
HG00867	HG01800	5.773376
HG00733	HG01101	50.79497
HG01176	HG01182	11.42451
HG03015	HG03022	28.90642
HG00733	HG01303	11.49753
HG03166	HG03198	174.9809
HG02127	NA18526	5.431198
HG00110	HG00122	14.43244
HG01275	HG01369	11.20138
HG01061	HG01102	30.83544
HG03199	HG03515	5.860046
HG00112	HG00113	48.93603
NA19777	NA19783	5.249313
HG01176	HG01248	49.81322
HG00581	HG00635	2436.54
HG01061	HG01197	88.16525
HG03066	HG03547	6.987305
HG01275	HG01389	108.2513
HG03733	HG03955	429.2015
HG00236	HG00261	5.411255
HG01197	HG01205	101.4655
NA20538	NA20826	15.96848
HG02725	HG02786	85.5747
HG03446	HG03451	19.65873
HG00554	HG01066	20.9874
NA19374	NA19397	6.077438
HG02307	HG02314	12.5201
HG02725	HG03019	30.44168
HG00554	HG01277	5.355621
HG03673	HG03948	3343.32
HG03679	HG03848	16.40471
HG00554	HG01188	20.19022
HG02756	HG03048	5.412186
HG01437	HG01444	45.54379
HG00554	HG01060	8.590546
HG01101	HG01396	8.43222
HG00554	HG01080	15.21849
NA19374	NA19383	12.32611
HG02052	HG02541	46.36341
HG02178	HG02356	29.76646
HG02462	HG02666	23.96702
HG03774	HG04214	5.077545
HG02462	HG02855	42.93918
HG00554	HG01064	48.00742
HG03679	HG03695	24.31954
HG01383	HG01550	57.79018
HG00139	HG01348	5.353485
HG00554	HG00734	31.36031
NA19374	NA19443	5.941349
HG01107	HG01402	19.03437
NA19723	NA19795	5.615765
HG01777	NA12890	5.791588
NA20538	NA20783	24.27691
HG02725	HG02792	38.43514
HG02725	HG03015	47.87779
HG01437	HG01491	27.11179
HG02462	HG02813	13.26395
HG02178	HG02410	6.648743
HG03446	HG03476	5.041855
HG02772	HG02837	6.017075
HG01383	HG01468	139.9252
HG03679	HG03738	11.99556
HG01935	HG02272	12.66388
NA19752	NA19795	6.161133
NA19376	NA19399	27.2484
HG03773	HG04063	11.36215
HG01105	HG01311	46.43269
HG01105	HG01405	37.69653
HG03773	HG04017	16.32359
HG00554	HG01061	44.22789
HG02725	HG04225	5.665604
HG00554	HG01107	27.18754
HG03679	HG03697	11.36164
HG03773	HG04022	5.274956
HG03679	HG03754	115.4309
HG01107	HG01173	59.92077
HG01303	HG01305	43.95371
HG00737	HG01072	88.39172
HG00554	HG01412	40.99921
HG01383	HG01465	257.9924
HG01303	HG01395	34.8071
NA19376	NA19474	18.94429
HG00554	HG01079	16.78157
NA19379	NA19385	6.316406
HG00554	HG01414	55.89627
HG01174	HG01405	23.48995
HG03718	HG04096	15.95669
HG03774	HG04198	64.33738
HG01437	HG01455	20.0677
HG00637	HG01171	22.4533
HG02178	HG02406	5.041809
HG01805	HG02394	5.975788
HG00276	HG00326	12.9794
HG00637	HG01312	11.6143
HG03548	HG03565	8.636116
NA20798	NA20803	115.6079
HG02941	HG03121	17.40341
HG00637	HG01072	30.5309
HG01437	HG01438	26.85065
HG01383	HG01389	19.36781
HG00737	HG01403	12.36744
HG02462	HG02896	25.75228
HG02024	HG02026	3325.0
HG00737	HG01395	8.33873
HG02657	HG02658	996.545
HG00338	HG00368	11.34018
HG01303	HG01402	27.53527
HG00637	HG01080	13.05781
HG03644	HG03873	33.85867
HG00637	HG01067	66.9288
HG03718	HG04054	26.03374
NA19379	NA19380	159.6312
HG01383	HG01551	15.93876
NA20541	NA20808	17.95583
NA11894	NA12842	7.215179
HG01383	HG01495	14.77289
HG00554	HG01205	46.99407
HG01197	HG01311	32.53122
HG00637	HG01063	7.950573
HG02462	HG02756	7.468002
HG00737	HG01248	77.22922
HG00737	HG01064	15.49636
NA20871	NA21130	5.241959
HG00637	HG01305	8.13588
HG01303	HG01413	38.4833
NA20541	NA20785	7.834007
HG00554	HG01058	13.14952
NA20871	NA21125	18.2425
HG00554	HG01086	21.00118
HG01961	HG02312	11.07308
NA19773	NA19779	60.2139
HG01383	HG01474	30.11154
HG03298	HG03301	6.210892
HG00637	HG00734	44.79793
HG00737	HG01402	43.19535
HG01174	HG01395	29.95762
HG03559	HG03583	11.7062
HG00637	HG01088	14.44184
HG03298	HG03304	6.210892
HG02391	HG02410	15.63237
HG00276	HG00366	5.817642
HG00737	HG01054	54.97324
NA20871	NA20876	10.02354
HG02165	HG02390	6.300995
NA19376	NA19454	21.32642
HG03265	HG03300	5.353485
HG00737	HG01070	24.80013
HG00740	HG01191	36.65093
HG01069	HG01170	18.43605
HG01369	HG01495	16.40579
HG03189	HG03202	14.6916
