"lambda","value","metric","stability","mean","std","lower_range","upper_range"
0.0464158883361278,0.0336855512462606,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.025085997856343,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0303635625977008,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.021190051077193,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0189904220185501,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0408753376849519,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0194844523897834,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.029303515342472,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.021616858935594,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0394237699285367,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0242228982654141,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0261196358649728,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0328247410381778,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0252288699977025,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.021616858935594,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0166866985391686,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0144598990288658,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.00871409811737134,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0324468930436932,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0329717840173507,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0349249517194626,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.026278279930172,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0218036634135215,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0250579018452258,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0243365453912611,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0321150826819107,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0216465044487132,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0353070233227015,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0253236101341969,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0227370504993195,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0194939796567956,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0289318882189721,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.02164222829717,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.027098187776313,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0120060139811883,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0253149738145397,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0196049693277853,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0230812858641007,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0348913382286758,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0375795343606788,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0254001116523678,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.021289419618463,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0255260256005038,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0336928872282798,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0256766591415617,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0406307941632994,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0194844523897834,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0262436191462527,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0219370866289917,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0136055853121589,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0274289552316619,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0229409782565584,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0379125743803929,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0371737895608041,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0258599936791339,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0147574928931197,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0324059657631696,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0224685547188942,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0265523216824338,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0284019848242956,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0310012666767342,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0244297326809461,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0144116080840498,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0200788678000594,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0300790273615638,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0119224584159124,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0519983183754229,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0237320548009097,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0237320548009097,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0251545305516628,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0374549679688113,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0277628500266726,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.024530687434602,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.023871641225633,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0138844704074972,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0243158826810774,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0415408361599324,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0426467944098251,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0373878523189644,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0161772699441157,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0392105881037637,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0600925755726898,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0415446901336904,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0482086950152333,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0531151691133912,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0420699377870757,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0350082200395427,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0351622406729867,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0237831347760651,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0233981238332027,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.02515502708491,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0532763389542317,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.049071190490159,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0429134376913893,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0261199497517037,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0298529759283316,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0387695565983385,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0243788481928991,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0438106722103415,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0313706190355335,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0291342266736071,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0304314478946441,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0238670625146242,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0506213261918582,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.043844334500723,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.02515502708491,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0260902665858784,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0337115249606884,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0375699542187412,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0460903125016126,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0318148400205617,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0477599699846336,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0427100365344227,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0310471735622461,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0440658317638043,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0494803116932714,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.04269495456789,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0424020856421695,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0373878523189644,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0484667066334822,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0392808306493568,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0365756143353599,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0486223382534128,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0319386160420772,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0197411774588984,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0294587296540784,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0295734337813212,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0223519580936247,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0342693733561579,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0446308510006473,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0251568336418396,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0402862132195579,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0523191468974883,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0228470779285187,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0325982213035916,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0276231879540911,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0507875894410306,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0252577000809898,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0294199520697326,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0273203455394668,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0273203455394668,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0417072503259471,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0499546768865941,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0312971636538675,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0286910059352902,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0369561539101974,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0313049394844117,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0424890220056658,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0260292664423075,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0292656624198935,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0241049038973868,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0337297163498272,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0331904960542601,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0358444869114278,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0494616173759211,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0240225637409462,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0453235529682776,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0402233405558519,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0365487423147395,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0358444869114278,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0306462295067276,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0332722454314626,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0290415897937368,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0214167985620197,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0354004522711416,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0485427631591373,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0435937800395817,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0209276246934246,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0261885472926143,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0286115306718573,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0161634053882653,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0313352637393791,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0385059326901314,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0164116846390189,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0415328443544292,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0211674420434561,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0503380095865419,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0401945909758316,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0269681474498822,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0317744884104443,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0347244866087881,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0239842127686524,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0458032118715904,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0239727635103832,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0412941384318755,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0209424562187285,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0311204464170232,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0433316192181766,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0362064593480632,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0202457428337641,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0290147653012286,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0286115306718573,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0430565561722194,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.031378727684349,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0292085028276395,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0445271400718852,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0245682103977624,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0416745155714857,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0206297914874481,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0216626453939389,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0341883042991105,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0356051639037458,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0287084858650463,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0214898064546023,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0457109201082857,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0519816350410122,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0250702862595383,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0243563945480245,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0294377907441917,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0468974908169331,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0212094109834303,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0372293420376631,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0142630054092578,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.00901128986460376,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0423309721735684,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0406835580537027,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.01376532235503,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0210694151688587,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0380806211134924,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0286115306718573,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0372252557471433,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0269268688604012,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.025153007132467,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0212297123103918,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0369824918618488,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.00615473323090077,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0340111157638767,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.00927148337227457,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0340063210313908,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0115608892832653,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0197442266067673,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0339478741468305,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.029970703401594,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.00927148337227457,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0142395145612231,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.025914335760863,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0165461534332967,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0292130500211631,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0341212860910242,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0368834433591186,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0223504083337404,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0337264645790303,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0190380720141367,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0172755613572603,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0292158502995116,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0235482901617148,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0313049394844117,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0133026692548733,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0194771662943712,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.00746346932634823,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.03039029814572,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0233662546010477,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0292130500211631,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0238403212898268,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0276217144061094,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0166820045116641,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0252854346710388,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0320165519255148,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0311597966525294,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0129108852464536,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0241467271564345,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0224600238330386,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0297708609947249,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0135205704184783,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0366342391672015,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.00615473323090077,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0365860411761409,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.00909762713097173,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.00588728400448624,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0288944493819115,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0164871831925834,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0422053217450092,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0337140126390253,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0138402362198924,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0112824696372773,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0284035206472658,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0157499768301795,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0243886721778003,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0250131914412052,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0323548407214982,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0358331975985826,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0117645151730185,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0171545127077356,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0313405782325409,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.00834923308268676,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0560625465915117,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0215705144654766,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0215705144654766,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0211220899310128,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0307800766693818,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0157466757147982,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0134737397036591,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0173504142272951,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.021190051077193,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0138844704074972,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0313049394844117,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0286115306718573,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.00613700432533237,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0386684560843729,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0315517593903555,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0453646538558513,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0336816113925235,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0428570697744772,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.017129928263292,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0386930388806352,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0206521242129984,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0414061194451972,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0257761080024042,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0380515852669245,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0158255994524809,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0260249045765554,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0127324672439769,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0261373810554626,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0461306367330918,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0376758720037118,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0432911556077612,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0358987919141207,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0235459482353687,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0187298422546381,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0139204795615424,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0409035166581959,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0268546454723027,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0242349446121882,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0308499765058383,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0357153262933043,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0293093802284929,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0127324672439769,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0187071105538414,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0376034697748686,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0120053557395325,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.0344831874043559,"NID","Internal",3.41,0.514339823993296,3,5
0.0464158883361278,0.026419691764107,"NID","Internal",3.41,0.514339823993296,3,5
